Date,Time,CCNY_O3,CCNY_PM2.5,CCNY_CO,PS 19_PM2.5,Queens College_CO,Queens College_SO2,Queens College_O3,Queens College_NO,Queens College_NO2,Queens College_Nox,Queens College_PM2.5,Queens College_Temp
7/28/2018,0:00:00,0.011,10.4,355.37,9.8,449.94,0.1,0.007,1.405,34.378,35.786,7.8,72.8
7/28/2018,1:00:00,0.012,8.6,302.41,6.5,398.4,0.1,0.02,0.084,18.508,18.593,13,73.1
7/28/2018,2:00:00,0.015,13.6,250.06,4.9,375.98,0.1,0.017,0.092,18.89,18.984,9.8,72.6
7/28/2018,3:00:00,0.009,8.3,272.54,8.1,435.7,0,0.004,1.781,24.16,25.939,8,71.7
7/28/2018,4:00:00,0.003,9.4,397.57,9.3,517.25,0,0,8.756,28.234,36.985,9.7,71.1
7/28/2018,5:00:00,0.003,12.2,499.05,12.5,583.02,0.1,0.002,23.062,26.338,49.396,10.5,71.9
7/28/2018,6:00:00,0.009,12.7,378.59,13.5,419.51,0.2,0.016,8.193,18.325,26.512,12.2,74.6
7/28/2018,7:00:00,0.011,14.6,503.63,11.7,321.42,0.1,0.028,4.968,15.509,20.476,8.7,77.2
7/28/2018,8:00:00,0.014,15.1,449.44,10.9,202.14,0.2,0.042,,,,7,78.4
7/28/2018,9:00:00,0.023,10.3,363.92,7.1,190.5,0.1,0.048,,,,4.4,79.5
7/28/2018,10:00:00,0.048,3.1,238.69,2.6,269.15,0.1,0.049,,,,8,81.9
7/28/2018,11:00:00,0.055,2.2,228.86,7.4,269.81,0.1,0.059,,,,9.5,83.4
7/28/2018,12:00:00,0.061,7.6,279.55,9.3,253.21,0.1,0.073,,,,11.2,84.7
7/28/2018,13:00:00,0.067,11.6,301.11,9.1,263.56,0.2,0.087,0.443,5.961,6.405,9.7,86
7/28/2018,14:00:00,0.088,11.2,255.65,6.5,233.44,0.2,0.079,0.317,4.226,4.545,13.8,84.8
7/28/2018,15:00:00,0.088,10.5,207.26,10.2,200.65,0.2,0.069,0.323,2.716,3.04,9.2,85.8
7/28/2018,16:00:00,0.077,10,209.13,9.7,227.34,0.1,0.063,0.336,3.222,3.559,11.4,84.2
7/28/2018,17:00:00,0.06,9.3,213.09,11.1,225.69,0,0.051,0.37,3.197,3.568,9,81.6
7/28/2018,18:00:00,0.044,12.5,237.97,11.1,240.49,0,0.046,0.256,4.605,4.861,5.3,79.5
7/28/2018,19:00:00,0.039,12.9,221.91,15.5,300.5,0.1,0.042,0.071,6.116,6.186,9.1,79.4
7/28/2018,20:00:00,0.036,8.9,236.78,15.3,380.95,0,0.036,0.062,9.884,9.947,10.1,79.1
7/28/2018,21:00:00,0.031,5.1,244.6,7.9,630.2,0,0.03,0.064,14.545,14.606,10.6,79.2
7/28/2018,22:00:00,0.033,8,228.13,10.4,329.86,0.2,0.029,0.058,13.949,14.008,11.2,79.8
7/28/2018,23:00:00,0.031,7.4,213.8,6.6,255.81,0.2,0.031,0.049,9.459,9.508,7.6,79.3
7/29/2018,0:00:00,0.03,6.7,206.02,5.8,259.94,0.1,0.029,0.062,9.1,9.163,7.5,77.8
7/29/2018,1:00:00,0.025,5.6,175.8,6,253.52,0.1,0.027,0.055,9.391,9.446,3.6,76.2
7/29/2018,2:00:00,0.028,6.2,125.22,4.1,216.44,0,0.027,0.065,6.797,6.865,6.5,75.1
7/29/2018,3:00:00,0.028,8.2,114.92,4.4,199.39,0,0.028,0.072,4.869,4.941,7.2,74.1
7/29/2018,4:00:00,0.025,7.8,127.58,7.2,189.78,0,0.029,0.064,3.448,3.513,7.7,73
7/29/2018,5:00:00,0.024,7.5,126.01,7.2,204.47,0,0.026,0.407,5.202,5.609,7.6,72.3
7/29/2018,6:00:00,0.021,7.6,130.69,4.8,226.48,0.2,0.023,1.587,7.621,9.208,7.8,72.7
7/29/2018,7:00:00,0.026,5.3,116.15,4.5,210.75,0.2,0.026,2.238,6.643,8.881,5.4,73.4
7/29/2018,8:00:00,0.028,3.4,108.08,1.4,193.71,0.1,0.029,2.015,5.266,7.283,3.1,74.3
7/29/2018,9:00:00,0.03,3.2,106.96,1.4,190.51,0.1,0.033,1.469,4.659,6.127,6.9,74.9
7/29/2018,10:00:00,0.033,2.9,103.55,0.8,171.21,0.1,0.037,1.17,3.858,5.028,3.3,76.4
7/29/2018,11:00:00,0.039,0.6,97.85,1.9,167.68,0.2,0.041,1.093,4.036,5.129,3.2,77.5
7/29/2018,12:00:00,0.042,0.4,105.28,1.5,172.55,0.2,0.046,1.008,4.632,5.64,4.9,79
7/29/2018,13:00:00,0.046,2,112.12,1.5,170.49,0.1,0.05,0.74,4.443,5.184,6,80.9
7/29/2018,14:00:00,0.041,2.6,117.9,3.5,175.61,0,0.047,0.529,3.751,4.281,4.2,81.7
7/29/2018,15:00:00,0.038,3.7,154.36,4.7,171.33,0,0.045,0.794,4.806,5.602,5.8,82.8
7/29/2018,16:00:00,0.039,3.6,150.1,5.8,214.43,0,0.047,0.363,4.236,4.6,6,81.8
7/29/2018,17:00:00,0.033,4.8,165.11,3.7,246.97,0.1,0.056,0.207,5.496,5.701,8.5,79.1
7/29/2018,18:00:00,0.033,5.2,176.32,8.4,226.67,0.1,0.051,0.155,7.281,7.438,6.4,78.3
7/29/2018,19:00:00,0.035,4.1,162.13,12.8,277.82,0,0.047,0.054,7.48,7.533,8,77.4
7/29/2018,20:00:00,0.028,7.5,190.35,11,287.25,0.1,0.029,0.052,17.048,17.1,4.5,77.1
7/29/2018,21:00:00,0.026,7,189.67,7.4,393.1,0.2,0.021,0.083,21.852,21.934,6.5,76.8
7/29/2018,22:00:00,0.027,6.2,190.93,3.1,377.31,0.2,0.029,0.063,14.324,14.389,9.2,76.3
7/29/2018,23:00:00,0.014,10.3,254.86,14.6,338.4,0.2,0.03,0.077,11.415,11.494,8.7,75.5
7/30/2018,0:00:00,0.005,9.7,318.36,8.1,404.44,0.2,0.027,0.077,12.213,12.29,8.7,75.2
7/30/2018,1:00:00,0.016,7.5,212.22,9.3,319.95,0.1,0.019,0.299,17.127,17.424,10.2,73.8
7/30/2018,2:00:00,0.013,7.2,205.11,9.1,378.95,0.1,0.007,1.962,24.47,26.44,12.1,72.4
7/30/2018,3:00:00,0.018,4.3,135.56,9.1,424.57,0.1,0.002,2.877,26.367,29.243,10.7,71.7
7/30/2018,4:00:00,0.008,5.7,159.85,3.8,462.04,0.2,0.001,16.557,28.76,45.328,9.8,71.3
7/30/2018,5:00:00,0.009,6.5,218.46,4.9,435.38,0.1,0.003,12.776,23.755,36.535,10.5,71.3
7/30/2018,6:00:00,0.007,8.4,271.57,4.1,304.12,0,0.012,6.312,13.059,19.368,7.6,72.6
7/30/2018,7:00:00,0.012,6.4,254.02,4.8,205.95,0,0.02,3.629,7.894,11.526,3.1,75.6
7/30/2018,8:00:00,0.019,7.8,277.29,5,189.88,0,0.023,4.539,7.525,12.068,4,77.4
7/30/2018,9:00:00,0.025,3.8,174.23,7,180.51,0,0.03,1.837,6.844,8.684,5.5,79.5
7/30/2018,10:00:00,0.028,4,185.52,4.1,,0,0.03,2.318,8.197,10.513,4.7,79.1
7/30/2018,11:00:00,0.033,4.8,177.34,8.6,,0.1,0.035,1.93,8.941,10.873,4.2,80.1
7/30/2018,12:00:00,0.034,6.8,214.42,8.6,,0,0.039,1.361,6.359,7.723,4.3,79.7
7/30/2018,13:00:00,0.038,6.6,213.24,4.6,190.25,,0.038,0.752,4.357,5.107,4,79.5
7/30/2018,14:00:00,0.03,4.2,206.08,1,199.41,,0.041,0.68,5.146,5.826,8.1,78.9
7/30/2018,15:00:00,0.037,9.5,248.75,8.2,234.3,0.3,0.049,0.447,7.188,7.635,6.9,77.4
7/30/2018,16:00:00,0.048,14,198.33,16.2,237.86,0.2,,0.343,5.536,5.881,7,76.6
7/30/2018,17:00:00,0.043,10.2,219.6,13.7,241.65,0,0.044,0.165,3.442,3.607,3.9,75.4
7/30/2018,18:00:00,0.039,11.1,216.92,12.1,216.32,0,0.045,0.133,3.297,3.43,4.7,74.2
7/30/2018,19:00:00,0.035,6.9,255.24,7.4,240.25,0,0.042,0.057,5.183,5.243,10.1,73.4
7/30/2018,20:00:00,0.037,7.7,221.47,6.7,276.12,0.3,0.035,0.059,13.439,13.499,8.7,72.9
7/30/2018,21:00:00,0.038,6.2,203.93,7.8,271.12,0.2,0.032,0.041,15.271,15.311,11.7,72.3
7/30/2018,22:00:00,0.037,8.2,208.87,7.1,294.89,0.2,0.024,0.06,19.705,19.764,8.7,71.6
7/30/2018,23:00:00,0.033,6.9,217.3,7.1,354.74,0.1,0.016,0.27,23.777,24.046,4.3,70.6
7/31/2018,0:00:00,0.032,7.3,201.05,4.8,448.36,0.1,0.004,0.891,33.499,34.39,9.2,69.3
7/31/2018,1:00:00,0.032,8,189.05,5.4,452.8,0.1,0.003,4.746,33.33,38.075,9.9,69.1
7/31/2018,2:00:00,0.016,11.3,221.72,5.3,470.02,0.2,0.002,10.197,34.357,44.558,11,69.4
7/31/2018,3:00:00,0.021,9.4,215.07,9.3,397.99,0,0.002,8.473,27.966,36.438,12.4,69.1
7/31/2018,4:00:00,0.022,9.5,217.24,8.2,333.72,0,0.003,5.329,24.505,29.84,11.2,68.5
7/31/2018,5:00:00,0.015,9.3,280.05,9.9,307.71,0,0.009,5.023,20.354,25.378,9.4,69.2
7/31/2018,6:00:00,0.01,12.9,304.15,10.5,282.17,0,0.018,4.623,14.262,18.894,10.1,71.3
7/31/2018,7:00:00,0.019,11.2,311.53,11.8,237.54,0.1,0.032,2.668,8.979,11.638,11.6,74
7/31/2018,8:00:00,0.028,7.9,264.75,13.2,229,0.1,0.039,2.41,8.806,11.218,9.8,76.3
7/31/2018,9:00:00,0.04,4.3,181.93,7.6,208.36,0.1,0.048,1.883,6.965,8.849,5.3,78.2
7/31/2018,10:00:00,0.045,4.6,198.59,2.5,173.58,0.1,0.053,0.923,3.934,4.857,7.7,79.3
7/31/2018,11:00:00,0.055,7.1,142.13,4.7,168.56,0.1,0.053,0.822,3.47,4.291,7.1,79.1
7/31/2018,12:00:00,0.055,5.1,148.58,2.9,172.91,0.1,0.05,1.221,4.129,5.349,7.4,78.9
7/31/2018,13:00:00,0.055,6.4,125.99,3.9,162.58,0.1,0.049,0.952,3.741,4.694,2.9,78.9
7/31/2018,14:00:00,0.051,3.6,124.53,4.3,161.23,0.2,0.048,,,,2.6,79.2
7/31/2018,15:00:00,0.048,1.9,135.57,2.9,161.7,0.3,0.044,,,,2.1,79
7/31/2018,16:00:00,0.044,3.4,140.63,2.6,151.38,0,0.043,,,,0.2,77.6
7/31/2018,17:00:00,0.038,6,144.45,4.5,147.07,0,0.041,0.322,3.693,4.016,3.8,76.5
7/31/2018,18:00:00,0.035,5.9,157.91,3.6,150.48,0,0.041,0.178,3.431,3.612,6.8,75.7
7/31/2018,19:00:00,0.034,6.9,165,5.5,191.56,0,0.041,0.088,3.973,4.061,4.9,74.8
7/31/2018,20:00:00,0.034,8.1,170.01,6.3,151.51,0,0.041,0.053,3.555,3.608,5.5,74.6
7/31/2018,21:00:00,0.034,5.4,146.82,4.2,149.52,0,0.039,0.058,4.213,4.274,3,74.8
7/31/2018,22:00:00,0.033,4,152.71,1.8,133.8,0,0.042,0.047,2.148,2.197,4.3,74.7
7/31/2018,23:00:00,0.032,4.2,144.97,2.5,131.76,0,0.04,0.057,2.312,2.367,4.8,74.3
8/1/2018,0:00:00,0.034,5,117.4,4.1,131.57,0,0.037,0.046,2.3,2.346,2.5,74.9
8/1/2018,1:00:00,0.031,3.8,129.34,2.3,127.59,0,0.034,0.05,2.082,2.133,4.1,74.9
8/1/2018,2:00:00,0.026,3.2,124.34,3.1,127.71,0,0.029,0.043,2.735,2.779,3.2,75.5
8/1/2018,3:00:00,0.023,4.4,184.13,5.2,120.87,0,0.026,0.043,2.939,2.982,1.7,75.9
8/1/2018,4:00:00,0.016,4.8,180.36,3.3,128.36,0,0.023,0.054,5.211,5.265,3.9,76.2
8/1/2018,5:00:00,0.009,5,226.15,3.8,148.4,0,0.019,0.342,7.958,8.301,6.2,75.9
8/1/2018,6:00:00,0.003,6.3,349.3,3.6,153.45,0,0.018,0.832,8.843,9.676,1.1,75.8
8/1/2018,7:00:00,0.013,5.7,170.06,5.5,150.02,0,0.018,1.424,7.848,9.274,2.7,76.8
8/1/2018,8:00:00,0.016,4.9,122.2,4.1,143.99,0,0.021,1.16,5.016,6.175,3.9,77.3
8/1/2018,9:00:00,0.018,6.5,127.34,4.5,154.02,0,0.022,1.415,5.302,6.717,4.7,77.6
8/1/2018,10:00:00,0.025,7.7,129.78,10.1,137.15,0,0.029,1.23,2.838,4.069,5.7,79.6
8/1/2018,11:00:00,0.03,7.8,150.96,7.4,156.03,0,0.032,1.343,2.758,4.101,6.2,82.1
8/1/2018,12:00:00,0.032,7,150.72,5.4,151.2,0,0.032,1.487,3.083,4.57,8.4,83.1
8/1/2018,13:00:00,0.034,3.7,155.72,6.4,144.07,0,0.035,0.991,2.468,3.459,10.2,84.1
8/1/2018,14:00:00,0.036,6.6,205.85,,159.71,-0.1,0.038,0.836,2.572,3.41,10.1,85.7
8/1/2018,15:00:00,0.05,4.6,158.05,,173.6,0,0.037,1.528,5.796,7.323,7.7,85.4
8/1/2018,16:00:00,0.049,5.1,167.66,,171.59,0,0.035,0.935,4.233,5.168,6.6,84.2
8/1/2018,17:00:00,0.039,5.2,172.43,,161.1,0,0.032,0.633,3.662,4.296,9,82.5
8/1/2018,18:00:00,0.035,5.8,159.35,19.7,155.77,0,0.029,0.308,4.105,4.414,10.9,81.1
8/1/2018,19:00:00,0.032,8.4,146.43,19.5,151.84,0,0.025,0.13,4.156,4.287,13,80.6
8/1/2018,20:00:00,0.028,10.1,132.73,20.5,156.06,0,0.02,0.136,6.36,6.496,9.3,80.2
8/1/2018,21:00:00,0.026,10.3,118.5,19.5,174.66,0,0.018,0.131,7.622,7.755,6.9,80.2
8/1/2018,22:00:00,0.023,11.6,132.73,15.7,187.7,0,0.018,0.104,7.823,7.928,9.5,80.1
8/1/2018,23:00:00,0.021,9.7,129.01,16.1,181.89,0,0.019,0.211,6.87,7.081,9.1,80.2
8/2/2018,0:00:00,0.023,6.7,129.77,14.5,151.98,0,0.019,0.11,5.321,5.431,10.1,79.5
8/2/2018,1:00:00,0.033,,118.05,11.9,135.49,0,0.018,0.068,3.105,3.173,4.4,78.6
8/2/2018,2:00:00,0.028,0.1,123.1,12.9,133.34,0,0.015,0.145,4.225,4.37,8.3,78.4
8/2/2018,3:00:00,0.024,2,137.15,12.9,134.72,0,0.015,0.087,3.893,3.981,5.5,78.2
8/2/2018,4:00:00,0.022,4.8,144.73,5.9,148.84,0,0.017,0.156,4.06,4.216,8,77.7
8/2/2018,5:00:00,0.018,4.7,164.07,6.2,182.95,0.1,0.014,1.305,11.21,12.516,3.4,77.6
8/2/2018,6:00:00,0.019,3.6,181.83,8.7,222.07,0.2,0.016,4.322,14.688,19.01,6.5,78.4
8/2/2018,7:00:00,0.025,2.9,173.8,6.9,216.58,0.3,0.021,6.103,13.627,19.733,7.5,79.6
8/2/2018,8:00:00,0.029,3.2,177.88,8.8,201.8,0.3,0.027,5.024,12.329,17.354,4.7,81.6
8/2/2018,9:00:00,0.03,5.6,181.52,8.7,184.65,0.2,0.035,2.391,7.002,9.395,0.7,82.8
8/2/2018,10:00:00,0.04,5.5,162.36,9.9,178.21,0.1,0.043,1.264,5.029,6.292,4.3,84.4
8/2/2018,11:00:00,0.045,6.4,143.26,9.1,175.88,0.1,0.048,1.059,5.315,6.375,6.7,85.1
8/2/2018,12:00:00,0.05,6.7,166.46,9.1,149.64,0.2,0.04,1.14,3.713,4.853,7.2,84.9
8/2/2018,13:00:00,0.043,9.9,243.78,8.6,135.45,0.1,0.035,0.929,2.493,3.423,9.4,85.9
8/2/2018,14:00:00,0.032,1.5,129.14,7.3,128.68,0.1,0.027,0.885,2.273,3.16,7.9,83
8/2/2018,15:00:00,0.029,3.8,113.41,6.8,136.61,0,0.027,1.314,3.268,4.583,6.2,85.4
8/2/2018,16:00:00,0.031,5.5,133.76,6.7,143.96,0,0.028,1.065,4.006,5.071,4.8,86.2
8/2/2018,17:00:00,0.035,3,118.91,5.6,135.72,0,0.023,0.8,4.373,5.174,5.2,82.6
8/2/2018,18:00:00,0.031,6.3,156.49,7.8,132.65,0,0.017,0.506,4.719,5.226,3.5,80.2
8/2/2018,19:00:00,0.027,3.9,173.63,8.8,141.79,0,0.014,0.204,6.02,6.223,4.3,79.4
8/2/2018,20:00:00,0.019,4.2,239.01,9.7,169.19,0,0.012,0.158,7.109,7.267,2.9,77.7
8/2/2018,21:00:00,0.012,8.6,301.19,13.1,185.21,0,0.007,0.375,10.498,10.872,3.5,78.2
8/2/2018,22:00:00,0.01,8.6,274.72,11.9,180.17,0,0.007,0.295,9.225,9.521,5.8,77.9
8/2/2018,23:00:00,0.009,7.2,220.17,9.3,190.41,0,0.008,0.243,8.559,8.802,5.5,78
8/3/2018,0:00:00,0.005,5.6,259.97,7.2,129.89,0,0.008,0.161,7.968,8.131,7,77.5
8/3/2018,1:00:00,0.005,6.4,196.91,5.7,115.94,0,0.011,0.252,5.137,5.389,3.7,77.2
8/3/2018,2:00:00,0.009,3.9,129.02,5.3,120.04,0,0.011,0.13,5.997,6.127,4.9,77.5
8/3/2018,3:00:00,0.011,4.3,101.39,4.7,109.67,0,0.009,0.239,6.295,6.532,4.4,77.5
8/3/2018,4:00:00,0.008,4.9,107.15,6.7,136.73,0,0.006,0.462,8.977,9.438,4.4,77.2
8/3/2018,5:00:00,0.006,7.1,116.32,5.8,148.7,0,0.004,2.976,10.525,13.503,7.3,76.9
8/3/2018,6:00:00,0.008,6.7,135.57,8.2,147.28,0,0.01,2.458,5.657,8.117,2.3,77.8
8/3/2018,7:00:00,0.011,7.9,140.86,7.2,140.42,0,0.015,2.551,4.24,6.794,6.3,77.7
8/3/2018,8:00:00,0.016,6.7,118.44,6.9,145.72,0,0.022,2.941,5.151,8.092,5.1,80.4
8/3/2018,9:00:00,,3.4,,8.6,146.72,0,0.029,1.316,3.888,5.204,4.8,81
8/3/2018,10:00:00,,3,,3.8,138.13,0,0.03,1.525,4.189,5.717,4.5,82
8/3/2018,11:00:00,,7.1,152.75,7.4,123.48,0.2,0.031,1.222,2.815,4.037,6.4,83.2
8/3/2018,12:00:00,0.028,12.3,215.98,6.6,112.25,0.1,0.025,0.931,1.877,2.81,6.6,82.7
8/3/2018,13:00:00,0.02,9.1,158.13,11.5,108.47,0,0.022,0.799,2.248,3.046,10.2,76.8
8/3/2018,14:00:00,0.018,5.2,131.02,13.5,136.44,0,0.023,1.083,5.818,6.901,4.3,73.9
8/3/2018,15:00:00,0.015,1.3,166.13,3.1,209.36,0,0.02,3.357,9.12,12.478,0.6,76.2
8/3/2018,16:00:00,0.013,3.4,218.65,2.2,141.86,0,0.025,2.073,5.438,7.513,0.5,78.8
8/3/2018,17:00:00,0.019,5.8,189.87,5.4,124.09,0,0.026,1.468,4.879,6.347,2.9,80
8/3/2018,18:00:00,0.021,6.5,166.54,8,126.35,0,0.019,0.67,6.658,7.327,4.5,79.4
8/3/2018,19:00:00,0.013,6.9,225.44,9.6,138.08,0,0.017,0.17,7.968,8.137,4.1,78
8/3/2018,20:00:00,0.009,7.5,251.23,10.6,121.27,0,0.018,0.113,3.938,4.053,5.6,77.2
8/3/2018,21:00:00,0.007,7.2,250.08,12.1,146.88,0,0.015,0.143,5.659,5.802,7.6,77.3
8/3/2018,22:00:00,0.012,6.3,159.38,7.8,156.43,0,0.014,0.154,7.318,7.473,6.5,77.1
8/3/2018,23:00:00,0.016,4.3,118.38,7.3,148.89,0,0.017,0.097,4.892,4.99,5.5,76.5
8/4/2018,0:00:00,0.017,3.7,90.38,5,139.29,0,0.017,0.137,4.317,4.455,4.4,76
8/4/2018,1:00:00,0.014,2.6,100.83,3,133.95,0,0.016,0.096,4.745,4.842,0.9,75.6
8/4/2018,2:00:00,0.015,2.2,110.19,1.6,108.53,0,0.016,0.105,5.682,5.786,6.2,75.5
8/4/2018,3:00:00,0.015,2.6,66.78,2,86.61,0,0.018,0.099,3.56,3.66,2.7,75.8
8/4/2018,4:00:00,0.016,2.3,65.16,2.6,85.65,0,0.017,0.095,4.458,4.553,-4.1,75.8
8/4/2018,5:00:00,0.014,3.2,88.57,2.6,92.01,0,0.019,0.238,3.503,3.742,-2.7,75.9
8/4/2018,6:00:00,0.01,3.4,88.59,2.7,101.59,0,0.016,0.586,4.241,4.829,7.1,76.4
8/4/2018,7:00:00,0.008,2.7,103.21,3.8,110.35,0,0.017,1.246,4.061,5.306,5.9,77.6
8/4/2018,8:00:00,0.017,,122.19,1.4,103.28,0,0.021,0.671,3.76,4.432,1.1,74.9
8/4/2018,9:00:00,0.016,1.4,135.58,3.6,144.91,0,0.02,1.625,6.45,8.076,-0.5,74.1
8/4/2018,10:00:00,0.018,1.6,141.48,2.9,184.09,0,0.019,1.398,8.419,9.816,1.5,73.9
8/4/2018,11:00:00,0.027,,85.14,3.2,162.46,0,0.021,1.369,5.78,7.15,1.2,73.6
8/4/2018,12:00:00,0.033,0.6,97.21,3,213.05,0,0.021,3.753,8.506,12.26,1.6,75.6
8/4/2018,13:00:00,0.043,1.6,100.75,1.4,168.64,0,0.038,1.283,3.75,5.033,-0.8,77.6
8/4/2018,14:00:00,0.044,0,109.35,3.1,156.63,0,0.048,0.669,3.266,3.933,-2.2,82.1
8/4/2018,15:00:00,0.046,3.4,127.52,1.6,185.09,0.2,0.05,1.118,6.041,7.158,3.8,85.3
8/4/2018,16:00:00,0.04,2.8,135.03,1.8,170.99,0.2,0.046,1.094,5.858,6.957,2.8,86.9
8/4/2018,17:00:00,0.039,2.1,149.08,0,161.99,0,0.042,0.412,3.493,3.904,0.5,87.5
8/4/2018,18:00:00,0.035,2.4,170.72,1.8,165.16,0,0.039,0.222,3.871,4.093,2.2,87.1
8/4/2018,19:00:00,0.027,5.7,194.44,6.8,211.7,0,0.034,0.065,7.45,7.517,0.9,85.8
8/4/2018,20:00:00,0.026,7.6,219.78,12.2,266.78,0.1,0.032,0.056,10.193,10.25,2.7,84.5
8/4/2018,21:00:00,0.024,9.7,229.28,17.4,337.93,0.2,0.023,0.054,15.478,15.531,9.2,83.5
8/4/2018,22:00:00,0.026,9.8,226.1,15.2,354.62,0.1,0.019,0.057,17.08,17.138,9.7,82.4
8/4/2018,23:00:00,0.023,9.8,236.44,13.1,311.05,0.1,0.024,0.077,10.631,10.708,7.3,81.3
8/5/2018,0:00:00,0.022,8.1,,11.8,330.86,0.2,0.018,0.066,13.591,13.657,11.1,79.9
8/5/2018,1:00:00,0.025,6.5,,9,352.88,0.2,0.015,0.107,16.075,16.183,8.9,78.9
8/5/2018,2:00:00,0.029,6.7,,9.2,361.27,0.2,0.013,0.067,16.81,16.879,9,78.2
8/5/2018,3:00:00,0.028,7.2,,9.3,341.8,0.2,0.015,0.06,14.534,14.593,10.6,77.6
8/5/2018,4:00:00,0.023,9.4,,9.1,378.81,0.1,0.015,0.066,14.901,14.97,9.3,76.8
8/5/2018,5:00:00,0.026,8.5,,10.2,320.79,0.1,0.016,1.092,15.052,16.145,10.2,77.2
8/5/2018,6:00:00,0.025,8.4,,8.2,359.37,0.4,0.014,5.39,17.439,22.828,7.4,79.5
8/5/2018,7:00:00,0.024,9.6,,12.9,353.47,0.4,0.021,6.323,15.961,22.285,5.9,82
8/5/2018,8:00:00,0.024,10.3,,11,368.25,1.2,0.029,7.482,19.601,27.085,3.8,84.1
8/5/2018,9:00:00,0.039,9.8,,11.3,274.99,0.9,0.045,3.066,11.4,14.47,9,88
8/5/2018,10:00:00,0.057,5.8,,6.5,222.87,0.4,0.054,1.5,7.084,8.58,8.3,89.3
8/5/2018,11:00:00,0.064,8,,6.4,200.33,0.1,0.061,0.702,4.821,5.522,7.2,90.2
8/5/2018,12:00:00,0.056,6.4,,7.7,233.05,0.1,0.073,0.65,5.509,6.159,8.3,90
8/5/2018,13:00:00,0.054,4.3,,11.9,239.42,0.2,0.084,0.433,5.222,5.656,9.2,90.5
8/5/2018,14:00:00,0.062,6.2,,11.4,234.02,0.1,0.075,0.338,4.297,4.636,8.1,89.4
8/5/2018,15:00:00,0.061,10.9,,11.1,220.16,0.1,0.065,0.433,4.529,4.964,9.6,87.5
8/5/2018,16:00:00,0.059,12.1,,12.1,220.99,0,0.063,0.365,3.411,3.778,8.7,87.1
8/5/2018,17:00:00,0.057,11.3,,12.6,225.23,0,0.056,0.451,6.213,6.663,10.2,86.4
8/5/2018,18:00:00,0.048,15.5,,12.5,232.95,0.1,0.049,0.249,8.94,9.19,9.3,85
8/5/2018,19:00:00,0.044,14.7,,16.5,280.85,0.2,0.045,0.056,10.648,10.704,13.1,83.8
8/5/2018,20:00:00,0.04,13.6,,18.6,444.01,0.3,0.025,0.086,26.922,27.002,13.1,83.7
8/5/2018,21:00:00,0.035,17.1,,19.2,504.96,0.2,0.025,0.061,23.591,23.659,16.4,83.9
8/5/2018,22:00:00,0.027,21.9,,19.7,418.06,0.3,0.034,0.068,14.31,14.378,20.7,83.2
8/5/2018,23:00:00,0.024,21.5,,20,399.25,0.2,0.034,0.056,10.816,10.873,16.1,82.4
8/6/2018,0:00:00,0.016,22.5,,19.6,415.58,0.2,0.026,0.056,14.133,14.189,16.4,81.9
8/6/2018,1:00:00,0.017,20.7,,19.9,355.09,0.2,0.023,0.063,16.885,16.948,15.4,81.6
8/6/2018,2:00:00,0.021,19.3,,18.7,292.7,0.3,0.024,0.06,15.314,15.373,17.5,80.8
8/6/2018,3:00:00,0.023,18,,18.1,315.85,0.3,0.02,0.063,18.517,18.579,19.7,80.4
8/6/2018,4:00:00,0.019,17.9,,17.9,382.22,0.5,0.01,0.212,30.058,30.267,20.3,79.9
8/6/2018,5:00:00,0.021,16.6,,20.3,478.78,0.6,0.004,8.552,36.047,44.595,23,80.1
8/6/2018,6:00:00,0.021,18.7,,20.5,596.02,0.8,0.006,20.897,37.458,58.356,20.4,82.8
8/6/2018,7:00:00,0.016,21.6,,22.6,465.98,0.7,0.023,9.949,26.804,36.753,21.5,84.7
8/6/2018,8:00:00,0.034,20,,24.1,330.8,0.5,0.038,4.863,18.621,23.487,17.6,87.6
8/6/2018,9:00:00,0.044,20,,21.9,280.62,0.5,0.051,2.65,12.377,15.026,13.6,89.8
8/6/2018,10:00:00,0.056,14.9,,18.9,263.59,0.3,0.059,1.815,10.784,12.598,17.2,90.8
8/6/2018,11:00:00,0.072,13.8,,18.8,254.15,0.2,0.071,0.921,8.805,9.726,15.1,91.4
8/6/2018,12:00:00,0.077,17.8,,24.1,296.44,0.5,0.082,0.622,11.514,12.14,15.3,90.8
8/6/2018,13:00:00,0.084,13.9,,12.8,293.95,0.3,0.085,0.375,6.71,7.086,21.1,90
8/6/2018,14:00:00,0.085,14.1,,17.2,274.9,0.2,0.08,0.453,6.047,6.5,20.2,89.7
8/6/2018,15:00:00,0.081,13.5,,12,260.86,0.2,0.074,0.514,4.839,5.351,17.5,88.6
8/6/2018,16:00:00,0.076,18.5,,16.8,238.07,0.2,0.061,0.465,4.001,4.466,18.4,87.5
8/6/2018,17:00:00,0.063,19.1,,19.7,236.8,0.4,0.058,0.328,4.823,5.15,16.2,87.2
8/6/2018,18:00:00,0.055,20.7,,20.8,274.1,0.3,0.055,0.167,6.983,7.151,14.5,86.1
8/6/2018,19:00:00,0.051,23.5,,25.8,304.34,0.1,0.048,0.064,10.453,10.52,16,84.9
8/6/2018,20:00:00,0.061,24.7,,24.9,358.64,0.1,0.044,0.057,14.628,14.685,17.2,84.8
8/6/2018,21:00:00,0.05,23.2,,25.9,290.77,0.1,0.049,0.052,6.584,6.637,19.1,84.5
