Time,,pm10_standard,pm25_standard,pm100_standard,P3um,P5um,P10um,P25um,P50um,P100um,Shinyei,Temperature,Humidity
2019-7-21 23:34:46,,99,100,100,21111,4919,38,4,0,0,0,24.40,50.38
2019-7-21 23:34:51,,110,112,112,23679,5552,39,0,0,0,0,24.40,50.34
2019-7-21 23:34:59,,124,125,125,25572,6142,39,0,0,0,0,24.40,50.40
2019-7-21 23:35:7,,129,130,130,25560,6359,34,0,0,0,0,24.40,50.40
2019-7-21 23:35:12,,131,133,133,24531,6384,36,2,0,0,0,24.42,50.36
2019-7-21 23:35:17,,132,133,134,23313,6317,36,4,0,0,0,24.42,50.40
2019-7-21 23:35:26,,136,137,138,22623,6417,38,4,0,0,0,24.40,50.38
2019-7-21 23:35:33,,141,142,143,23298,6722,40,4,0,0,0,24.42,50.40
2019-7-21 23:35:38,,146,147,147,23958,6916,34,2,0,0,0,24.43,50.40
2019-7-21 23:35:43,,152,152,152,25131,7233,22,0,0,0,0,24.42,50.41
2019-7-21 23:35:47,,157,158,158,26082,7503,28,0,0,0,0,24.40,50.41
2019-7-21 23:35:56,,165,165,165,27402,7901,26,0,0,0,0,24.38,50.45
2019-7-21 23:36:3,,176,177,177,29337,8446,30,0,0,0,0,24.40,50.47
2019-7-21 23:36:9,,184,185,186,30450,8803,32,2,2,0,0,24.39,50.50
2019-7-21 23:36:15,,192,193,194,31812,9211,24,2,2,0,0,24.40,50.47
2019-7-21 23:36:20,,201,202,203,33234,9645,24,2,2,0,0,24.39,50.52
2019-7-21 23:36:27,,216,217,218,35745,10377,28,4,2,0,0,24.39,50.54
2019-7-21 23:36:35,,226,227,228,37791,10902,30,4,0,0,0,24.39,50.58
2019-7-21 23:36:43,,237,238,239,40146,11495,34,4,0,0,0,24.37,50.61
2019-7-21 23:36:51,,249,250,251,42294,12075,32,2,0,0,0,24.38,50.63
2019-7-21 23:36:57,,263,264,265,44610,12787,28,4,2,0,0,24.37,50.63
2019-7-21 23:37:4,,131,136,137,27648,6795,49,20,0,0,0,24.34,50.65
2019-7-21 23:37:10,,97,103,103,22830,5207,58,22,0,0,0,24.37,50.63
2019-7-21 23:37:17,,28,34,34,7119,1581,39,24,0,0,0,24.37,50.65
2019-7-21 23:37:23,,16,22,22,4218,928,40,26,0,0,0,24.36,50.66
2019-7-21 23:37:30,,12,17,17,3063,654,38,22,0,0,0,24.37,50.66
2019-7-21 23:37:36,,8,12,12,2118,469,46,18,0,0,0,24.34,50.66
2019-7-21 23:37:44,,15,19,19,3684,838,40,14,0,0,0,24.38,50.66
2019-7-21 23:37:50,,16,21,21,3831,869,55,18,0,0,0,24.38,50.66
2019-7-21 23:37:57,,6,12,12,1608,358,46,20,0,0,0,24.37,50.65
2019-7-21 23:38:3,,7,11,11,1872,402,32,14,0,0,0,24.37,50.66
2019-7-21 23:38:8,,12,15,15,2922,652,28,10,0,0,0,24.36,50.68
2019-7-21 23:38:16,,26,28,28,6141,1429,20,4,0,0,0,24.37,50.68
2019-7-21 23:38:21,,37,40,40,8241,1919,26,8,0,0,0,24.37,50.66
2019-7-21 23:38:26,,9,14,14,2712,575,34,22,0,0,0,24.36,50.68
2019-7-21 23:38:32,,7,12,12,2064,432,34,20,0,0,0,24.38,50.70
2019-7-21 23:38:40,,7,13,14,2028,436,52,22,0,0,0,24.39,50.70
2019-7-21 23:38:45,,4,10,13,1077,259,52,30,2,2,0,24.38,50.74
2019-7-21 23:38:53,,5,9,11,1221,297,44,20,2,2,0,24.37,50.74
2019-7-21 23:39:0,,10,14,14,2511,546,44,14,0,0,0,24.37,50.72
2019-7-21 23:39:9,,22,25,25,5034,1165,40,8,0,0,0,24.37,50.81
2019-7-21 23:39:16,,41,44,44,8937,2134,36,6,0,0,0,24.35,50.81
2019-7-21 23:39:24,,38,42,42,8391,2005,32,12,0,0,0,24.37,50.81
2019-7-21 23:39:30,,8,13,13,2274,490,46,22,0,0,0,24.36,50.79
2019-7-21 23:39:36,,10,14,14,2583,583,40,18,0,0,0,24.37,50.83
2019-7-21 23:39:42,,15,19,20,3774,861,53,18,2,0,0,24.37,50.83
2019-7-21 23:39:48,,7,12,15,1980,427,50,24,4,2,0,24.37,50.79
2019-7-21 23:39:54,,6,11,13,1566,367,50,20,2,2,0,24.37,50.83
2019-7-21 23:40:1,,8,13,16,2298,505,48,18,4,4,0,24.36,50.77
2019-7-21 23:40:9,,17,20,22,4113,955,32,10,2,2,0,24.35,50.77
2019-7-21 23:40:17,,34,36,37,7449,1784,24,4,2,2,0,24.35,50.79
2019-7-21 23:40:22,,40,45,45,8655,2092,36,14,0,0,0,24.37,50.75
2019-7-21 23:40:28,,10,17,17,2805,599,50,28,0,0,0,24.37,50.77
2019-7-21 23:40:35,,8,15,15,2322,498,48,22,0,0,0,24.37,50.77
2019-7-21 23:40:41,,14,19,20,3591,773,46,16,2,2,0,24.35,50.77
2019-7-21 23:40:47,,12,18,22,3141,689,61,24,4,4,0,24.37,50.75
2019-7-21 23:40:54,,5,11,11,1500,345,54,20,0,0,0,24.38,50.74
2019-7-21 23:41:2,,8,13,13,2076,476,51,14,0,0,0,24.36,50.72
2019-7-21 23:41:10,,18,21,21,4170,972,50,8,0,0,0,24.36,50.70
2019-7-21 23:41:18,,35,37,37,7593,1832,44,0,0,0,0,24.37,50.68
2019-7-21 23:41:24,,49,51,51,10305,2519,46,0,0,0,0,24.38,50.66
2019-7-21 23:41:31,,73,74,74,14712,3643,32,2,0,0,0,24.38,50.68
2019-7-21 23:41:37,,87,89,91,17598,4346,38,4,2,2,0,24.37,50.63
2019-7-21 23:41:44,,110,111,113,22086,5456,36,4,2,2,0,24.37,50.66
2019-7-21 23:41:51,,109,111,113,22560,5452,40,8,2,2,0,24.37,50.66
2019-7-21 23:41:57,,27,33,33,6615,1441,64,24,0,0,0,24.35,50.65
2019-7-21 23:42:4,,10,17,17,3051,615,49,24,0,0,0,24.35,50.65
2019-7-21 23:42:12,,4,10,10,1407,298,43,22,0,0,0,24.35,50.63
2019-7-21 23:42:19,,5,10,10,1488,322,41,18,0,0,0,24.35,50.63
2019-7-21 23:42:26,,10,14,14,2517,570,39,12,0,0,0,24.37,50.63
2019-7-21 23:42:32,,17,19,19,3879,894,30,6,0,0,0,24.37,50.63
2019-7-21 23:42:38,,33,34,34,6972,1682,31,0,0,0,0,24.34,50.61
2019-7-21 23:42:45,,23,28,28,5073,1196,53,16,0,0,0,24.36,50.61
2019-7-21 23:42:51,,6,13,13,1761,379,73,24,0,0,0,24.36,50.63
2019-7-21 23:42:58,,8,13,13,2151,468,49,20,0,0,0,24.36,50.66
2019-7-21 23:43:6,,15,18,18,3540,845,30,10,0,0,0,24.36,50.66
2019-7-21 23:43:13,,27,30,30,5862,1421,38,10,0,0,0,24.37,50.68
2019-7-21 23:43:19,,9,14,14,2379,505,51,20,0,0,0,24.37,50.70
2019-7-21 23:43:26,,7,11,11,1962,407,47,16,0,0,0,24.37,50.68
2019-7-21 23:43:35,,13,16,16,3162,699,37,12,0,0,0,24.36,50.68
2019-7-21 23:43:40,,20,22,25,4470,1038,37,14,4,4,0,24.38,50.68
2019-7-21 23:43:48,,37,39,42,7905,1883,28,8,4,4,0,24.37,50.66
2019-7-21 23:43:53,,51,53,56,10638,2567,28,8,4,4,0,24.38,50.66
2019-7-21 23:43:59,,48,51,51,10134,2381,38,14,0,0,0,24.39,50.63
2019-7-21 23:44:6,,7,14,14,2298,454,52,24,0,0,0,24.37,50.63
2019-7-21 23:44:13,,11,16,16,3015,649,42,16,0,0,0,24.37,50.63
2019-7-21 23:44:19,,15,19,19,3630,824,36,16,0,0,0,24.38,50.63
2019-7-21 23:44:27,,6,11,11,1479,354,46,20,0,0,0,24.40,50.65
2019-7-21 23:44:35,,6,10,10,1629,383,48,14,0,0,0,24.37,50.65
2019-7-21 23:44:41,,9,12,12,2334,513,38,10,0,0,0,24.38,50.63
2019-7-21 23:44:48,,20,22,22,4533,1041,26,4,0,0,0,24.37,50.65
2019-7-21 23:44:54,,31,32,32,6699,1565,24,0,0,0,0,24.39,50.66
2019-7-21 23:45:1,,53,54,54,10827,2624,20,0,0,0,0,24.38,50.66
2019-7-21 23:45:8,,77,78,78,15102,3761,26,0,0,0,0,24.37,50.65
2019-7-21 23:45:14,,92,93,93,18309,4527,26,0,0,0,0,24.36,50.65
2019-7-21 23:45:20,,106,107,107,21507,5252,26,0,0,0,0,24.38,50.65
2019-7-21 23:45:26,,125,126,126,26088,6262,24,0,0,0,0,24.36,50.63
2019-7-21 23:45:35,,144,145,146,31080,7305,23,2,2,0,0,24.37,50.65
2019-7-21 23:45:41,,157,157,158,33978,7996,25,2,2,0,0,24.37,50.63
2019-7-21 23:45:48,,168,169,170,35535,8526,37,2,2,0,0,24.37,50.66
2019-7-21 23:45:53,,169,171,172,34665,8588,39,2,2,0,0,24.37,50.65
2019-7-21 23:46:1,,166,167,168,31623,8286,38,2,0,0,0,24.36,50.65
2019-7-21 23:46:8,,163,164,164,28830,8001,36,2,0,0,0,24.37,50.66
2019-7-21 23:46:14,,167,168,169,28842,8215,34,2,0,0,0,24.37,50.70
2019-7-21 23:46:22,,176,177,179,30099,8688,32,4,2,2,0,24.37,50.70
2019-7-21 23:46:30,,189,190,192,32397,9387,30,2,2,2,0,24.36,50.70
2019-7-21 23:46:37,,203,204,205,34953,10108,30,2,2,2,0,24.36,50.72
2019-7-21 23:46:43,,210,210,210,36210,10436,24,0,0,0,0,24.34,50.70
2019-7-21 23:46:50,,226,227,227,38877,11159,28,0,0,0,0,24.35,50.72
2019-7-21 23:46:56,,235,236,236,40743,11678,26,0,0,0,0,24.35,50.75
2019-7-21 23:47:1,,243,245,245,42246,12093,32,2,0,0,0,24.34,50.74
2019-7-21 23:47:9,,269,271,271,46860,13367,40,2,0,0,0,24.35,50.74
2019-7-21 23:47:17,,142,148,148,31554,7625,61,20,0,0,0,24.34,50.79
2019-7-21 23:47:24,,65,72,72,15642,3614,61,22,0,0,0,24.34,50.81
2019-7-21 23:47:28,,36,42,42,8907,2015,47,22,0,0,0,24.34,50.84
2019-7-21 23:47:35,,14,22,22,4206,893,51,26,0,0,0,24.31,50.86
2019-7-21 23:47:44,,14,20,22,3759,863,50,22,2,2,0,24.34,50.86
2019-7-21 23:47:51,,6,11,13,1815,380,48,20,2,2,0,24.34,50.86
2019-7-21 23:47:57,,10,14,14,2598,573,38,14,0,0,0,24.34,50.84
2019-7-21 23:48:3,,10,15,15,2550,586,39,16,0,0,0,24.34,50.84
2019-7-21 23:48:10,,5,11,11,1350,326,58,20,0,0,0,24.34,50.79
2019-7-21 23:48:16,,6,11,11,1524,364,56,16,0,0,0,24.34,50.79
2019-7-21 23:48:23,,10,14,14,2796,603,37,10,0,0,0,24.37,50.79
2019-7-21 23:48:30,,5,11,11,1350,311,47,20,0,0,0,24.34,50.77
2019-7-21 23:48:38,,5,9,9,1224,282,38,16,0,0,0,24.35,50.75
2019-7-21 23:48:44,,8,11,11,2061,458,40,10,0,0,0,24.35,50.79
2019-7-21 23:48:51,,14,17,17,3318,771,40,6,0,0,0,24.35,50.77
2019-7-21 23:48:57,,30,31,32,6387,1543,34,2,2,0,0,24.36,50.77
2019-7-21 23:49:5,,55,58,59,11244,2774,38,8,2,0,0,24.36,50.77
2019-7-21 23:49:11,,34,40,40,7911,1810,44,20,0,0,0,24.36,50.79
2019-7-21 23:49:17,,6,13,13,2322,436,51,22,0,0,0,24.35,50.75
2019-7-21 23:49:21,,8,15,15,2577,513,53,20,0,0,0,24.35,50.77
2019-7-21 23:49:30,,5,12,13,1326,309,68,26,2,0,0,24.34,50.77
2019-7-21 23:49:37,,5,12,12,1410,334,70,22,0,0,0,24.34,50.77
2019-7-21 23:49:45,,7,12,12,2118,455,57,14,0,0,0,24.37,50.77
2019-7-21 23:49:51,,13,17,17,3420,750,57,10,0,0,0,24.35,50.75
2019-7-21 23:49:58,,28,29,29,6270,1453,28,0,0,0,0,24.34,50.75
2019-7-21 23:50:5,,47,48,48,9774,2375,16,2,0,0,0,24.36,50.74
2019-7-21 23:50:11,,62,62,62,12495,3120,18,2,0,0,0,24.35,50.74
2019-7-21 23:50:19,,84,86,86,17217,4308,24,2,0,0,0,24.36,50.74
2019-7-21 23:50:25,,95,97,97,20106,4904,42,6,0,0,0,24.36,50.74
2019-7-21 23:50:32,,21,27,27,5616,1215,56,20,0,0,0,24.35,50.74
2019-7-21 23:50:38,,13,18,18,3504,738,61,18,0,0,0,24.34,50.74
2019-7-21 23:50:46,,11,16,17,2748,599,58,22,2,0,0,24.36,50.72
2019-7-21 23:50:52,,5,11,11,1380,311,53,22,0,0,0,24.35,50.70
2019-7-21 23:50:58,,5,10,10,1536,332,47,16,0,0,0,24.36,50.70
2019-7-21 23:51:4,,9,12,12,2292,487,34,10,0,0,0,24.35,50.66
2019-7-21 23:51:12,,20,22,22,4716,1052,28,4,0,0,0,24.34,50.66
2019-7-21 23:51:18,,15,19,20,3414,806,42,18,2,0,0,24.35,50.65
2019-7-21 23:51:25,,5,11,11,1533,343,42,20,0,0,0,24.37,50.65
2019-7-21 23:51:33,,7,11,11,1998,424,40,14,0,0,0,24.34,50.63
2019-7-21 23:51:41,,15,18,18,3666,814,34,6,0,0,0,24.35,50.63
2019-7-21 23:51:46,,24,26,26,5532,1250,28,4,0,0,0,24.32,50.63
2019-7-21 23:51:54,,44,46,46,9531,2242,32,2,0,0,0,24.32,50.63
2019-7-21 23:52:2,,68,71,71,14274,3454,48,8,0,0,0,24.34,50.59
2019-7-21 23:52:9,,24,30,30,5841,1319,66,22,0,0,0,24.31,50.61
2019-7-21 23:52:14,,8,13,15,2463,483,49,22,2,2,0,24.34,50.61
2019-7-21 23:52:22,,6,11,11,2331,443,45,20,0,0,0,24.32,50.63
2019-7-21 23:52:28,,3,9,9,1050,239,40,20,0,0,0,24.32,50.61
2019-7-21 23:52:36,,4,9,9,1287,284,38,16,0,0,0,24.31,50.59
2019-7-21 23:52:42,,7,12,12,1935,446,42,12,0,0,0,24.32,50.56
2019-7-21 23:52:49,,18,21,21,4143,951,34,6,0,0,0,24.32,50.56
2019-7-21 23:52:56,,29,32,34,6687,1557,37,8,2,2,0,24.32,50.58
2019-7-21 23:53:4,,6,12,12,1905,392,44,20,0,0,0,24.32,50.59
2019-7-21 23:53:11,,6,10,11,1767,369,42,18,0,0,0,24.34,50.59
2019-7-21 23:53:18,,13,16,18,3351,718,46,14,2,0,0,24.32,50.59
2019-7-21 23:53:26,,28,30,32,6183,1456,50,8,2,0,0,24.32,50.58
2019-7-21 23:53:34,,48,50,51,10263,2471,54,2,2,0,0,24.31,50.56
2019-7-21 23:53:40,,47,51,51,10344,2457,48,14,0,0,0,24.31,50.56
2019-7-21 23:53:47,,8,14,14,2664,542,49,26,0,0,0,24.31,50.58
2019-7-21 23:53:55,,9,14,14,2688,599,41,20,0,0,0,24.31,50.59
2019-7-21 23:54:0,,8,13,13,2145,509,45,20,0,0,0,24.31,50.59
2019-7-21 23:54:6,,4,10,10,1362,314,53,20,0,0,0,24.34,50.59
2019-7-21 23:54:14,,6,10,10,1857,409,44,12,0,0,0,24.31,50.59
2019-7-21 23:54:22,,14,18,18,3567,783,46,6,0,0,0,24.34,50.58
2019-7-21 23:54:29,,25,29,29,6081,1362,51,8,0,0,0,24.32,50.58
2019-7-21 23:54:35,,6,12,12,1953,395,47,22,0,0,0,24.31,50.54
2019-7-21 23:54:41,,5,9,9,1497,317,38,18,0,0,0,24.31,50.54
2019-7-21 23:54:47,,8,11,12,2025,480,28,14,2,0,0,24.31,50.56
2019-7-21 23:54:55,,18,20,21,3852,941,24,10,2,0,0,24.32,50.54
2019-7-21 23:55:3,,31,34,34,6639,1635,26,10,0,0,0,24.31,50.52
2019-7-21 23:55:9,,7,14,14,2247,472,47,26,0,0,0,24.31,50.54
2019-7-21 23:55:16,,5,11,12,1746,361,53,22,0,0,0,24.31,50.56
2019-7-21 23:55:22,,10,15,16,2670,606,48,16,0,0,0,24.30,50.54
2019-7-21 23:55:30,,22,25,25,4944,1175,46,8,0,0,0,24.31,50.54
2019-7-21 23:55:36,,29,32,32,6534,1526,44,8,0,0,0,24.31,50.54
2019-7-21 23:55:42,,4,11,11,1836,310,45,22,0,0,0,24.30,50.54
2019-7-21 23:55:48,,4,11,11,1686,327,49,20,0,0,0,24.32,50.56
2019-7-21 23:55:54,,8,13,13,2292,504,41,16,0,0,0,24.32,50.56
2019-7-21 23:56:2,,19,22,22,4488,1042,24,8,0,0,0,24.32,50.54
2019-7-21 23:56:7,,31,33,33,6918,1643,22,4,0,0,0,24.32,50.54
2019-7-21 23:56:15,,53,54,54,11625,2771,20,2,0,0,0,24.30,50.52
2019-7-21 23:56:22,,76,76,77,16545,4003,24,2,0,0,0,24.31,50.50
2019-7-21 23:56:28,,92,94,94,20319,4848,24,2,0,0,0,24.34,50.47
2019-7-21 23:56:36,,117,118,118,26703,6243,22,0,0,0,0,24.34,50.49
2019-7-21 23:56:42,,138,138,138,31821,7414,16,0,0,0,0,24.31,50.45
2019-7-21 23:56:46,,155,156,156,36237,8385,16,2,0,0,0,24.31,50.47
2019-7-21 23:56:54,,170,171,171,39396,9205,16,4,0,0,0,24.30,50.50
2019-7-21 23:56:59,,173,174,174,39048,9295,20,4,0,0,0,24.30,50.54
2019-7-21 23:57:7,,164,166,166,34896,8707,24,6,0,0,0,24.31,50.54
2019-7-21 23:57:13,,160,162,162,32316,8374,26,4,0,0,0,24.31,50.56
2019-7-21 23:57:19,,161,162,162,30780,8349,20,2,0,0,0,24.30,50.59
2019-7-21 23:57:28,,172,173,173,32187,8916,28,2,0,0,0,24.32,50.59
2019-7-21 23:57:35,,187,188,188,34929,9727,28,2,0,0,0,24.30,50.59
2019-7-21 23:57:43,,204,206,207,38397,10639,34,4,2,0,0,24.31,50.58
2019-7-21 23:57:48,,214,216,217,40317,11197,32,4,2,0,0,24.28,50.58
2019-7-21 23:57:56,,189,192,192,44589,10708,30,10,0,0,0,24.29,50.56
2019-7-21 23:58:3,,103,107,107,25752,5911,38,16,0,0,0,24.29,50.52
2019-7-21 23:58:9,,49,54,55,12813,2849,47,22,0,0,0,24.30,50.49
2019-7-21 23:58:16,,16,21,22,5196,1061,45,20,0,0,0,24.30,50.47
2019-7-21 23:58:22,,12,16,18,3492,714,34,22,2,2,0,24.29,50.47
2019-7-21 23:58:28,,7,13,14,2076,458,43,22,2,2,0,24.29,50.45
2019-7-21 23:58:36,,12,17,17,3138,717,41,12,0,0,0,24.29,50.47
2019-7-21 23:58:42,,20,24,24,4824,1093,45,8,0,0,0,24.29,50.45
2019-7-21 23:58:49,,39,41,41,9399,2136,36,2,0,0,0,24.29,50.49
2019-7-21 23:58:55,,24,30,30,6438,1414,43,22,0,0,0,24.29,50.50
2019-7-21 23:59:0,,9,16,17,2631,555,55,30,0,0,0,24.29,50.50
2019-7-21 23:59:8,,11,17,18,3255,714,58,22,0,0,0,24.29,50.50
2019-7-21 23:59:15,,22,25,26,5535,1251,49,12,0,0,0,24.28,50.52
2019-7-21 23:59:20,,33,36,37,8058,1832,47,8,0,0,0,24.28,50.50
2019-7-21 23:59:27,,42,45,46,9933,2263,42,14,0,0,0,24.31,50.54
2019-7-21 23:59:34,,9,15,15,2505,560,66,20,0,0,0,24.30,50.52
2019-7-21 23:59:40,,10,15,15,2565,591,60,16,0,0,0,24.29,50.52
2019-7-21 23:59:47,,20,24,24,4647,1092,53,10,0,0,0,24.30,50.54
2019-7-21 23:59:54,,16,21,21,4086,917,50,18,0,0,0,24.31,50.54
2019-7-21 23:59:59,,6,12,12,1932,421,46,22,0,0,0,24.30,50.52
2019-7-22 0:0:6,,8,12,12,2217,494,42,16,0,0,0,24.31,50.52
2019-7-22 0:0:12,,11,15,15,2988,666,46,12,0,0,0,24.29,50.50
2019-7-22 0:0:18,,5,10,11,1473,321,36,22,0,0,0,24.31,50.50
2019-7-22 0:0:25,,5,9,10,1374,305,40,18,0,0,0,24.29,50.49
2019-7-22 0:0:31,,9,12,12,2193,514,32,12,0,0,0,24.31,50.47
2019-7-22 0:0:37,,15,18,18,3417,840,34,6,0,0,0,24.29,50.47
2019-7-22 0:0:45,,29,30,30,6480,1575,24,0,0,0,0,24.29,50.47
2019-7-22 0:0:51,,42,43,43,9378,2258,24,2,0,0,0,24.29,50.47
2019-7-22 0:0:58,,65,66,66,14550,3484,26,4,0,0,0,24.28,50.49
2019-7-22 0:1:4,,82,85,85,19266,4467,34,10,0,0,0,24.30,50.47
2019-7-22 0:1:10,,44,49,49,11235,2491,40,20,0,0,0,24.27,50.47
2019-7-22 0:1:17,,14,19,20,4119,860,40,22,2,0,0,24.28,50.49
2019-7-22 0:1:25,,21,25,26,5598,1215,34,14,2,0,0,24.28,50.47
2019-7-22 0:1:29,,30,33,34,7527,1675,40,12,2,0,0,24.29,50.47
2019-7-22 0:1:38,,8,16,18,2559,537,56,30,2,2,0,24.28,50.45
2019-7-22 0:1:46,,11,16,17,2910,656,44,20,0,0,0,24.29,50.45
2019-7-22 0:1:54,,20,24,24,4965,1133,36,10,0,0,0,24.29,50.45
2019-7-22 0:2:2,,34,37,37,8331,1880,35,8,0,0,0,24.28,50.45
2019-7-22 0:2:9,,6,13,13,2244,462,48,24,0,0,0,24.28,50.43
2019-7-22 0:2:17,,8,14,14,2538,547,58,20,0,0,0,24.27,50.45
2019-7-22 0:2:24,,5,12,12,1479,360,63,24,0,0,0,24.28,50.47
2019-7-22 0:2:31,,4,11,11,1278,296,58,24,0,0,0,24.27,50.43
2019-7-22 0:2:39,,7,12,12,1842,421,48,18,0,0,0,24.27,50.47
2019-7-22 0:2:45,,11,15,15,3117,706,36,12,0,0,0,24.27,50.45
2019-7-22 0:2:52,,25,27,27,6366,1405,45,6,0,0,0,24.27,50.45
2019-7-22 0:3:0,,47,49,49,11739,2666,35,2,0,0,0,24.26,50.43
2019-7-22 0:3:7,,22,27,27,6207,1323,44,18,0,0,0,24.26,50.43
2019-7-22 0:3:13,,10,15,15,2898,609,46,18,0,0,0,24.26,50.45
2019-7-22 0:3:21,,16,19,19,4080,913,34,12,0,0,0,24.26,50.49
2019-7-22 0:3:29,,29,31,31,7503,1681,28,6,0,0,0,24.26,50.47
2019-7-22 0:3:37,,55,56,56,13842,3117,25,2,0,0,0,24.26,50.47
2019-7-22 0:3:43,,35,41,41,9156,2022,47,22,0,0,0,24.25,50.43
2019-7-22 0:3:47,,12,18,18,3630,798,55,24,0,0,0,24.28,50.45
2019-7-22 0:3:56,,7,13,13,2265,502,49,20,0,0,0,24.25,50.43
2019-7-22 0:4:1,,4,11,12,1287,294,58,26,0,0,0,24.25,50.43
2019-7-22 0:4:9,,4,9,10,1440,301,49,18,0,0,0,24.26,50.45
2019-7-22 0:4:14,,8,12,13,2136,466,47,16,0,0,0,24.23,50.45
2019-7-22 0:4:22,,18,21,21,4455,1003,45,8,0,0,0,24.25,50.47
2019-7-22 0:4:29,,33,35,35,8217,1887,32,4,0,0,0,24.23,50.50
2019-7-22 0:4:35,,51,53,53,12084,2796,26,6,0,0,0,24.23,50.50
2019-7-22 0:4:39,,40,44,45,10248,2277,38,14,2,0,0,24.27,50.50
2019-7-22 0:4:47,,11,16,18,3408,678,51,20,2,2,0,24.23,50.50
2019-7-22 0:4:54,,7,13,13,2073,453,58,20,0,0,0,24.23,50.47
2019-7-22 0:5:0,,3,9,9,1128,265,50,24,0,0,0,24.27,50.45
2019-7-22 0:5:5,,4,9,9,1035,243,52,20,0,0,0,24.26,50.47
2019-7-22 0:5:10,,5,10,10,1368,320,48,14,0,0,0,24.26,50.47
2019-7-22 0:5:16,,11,14,14,2865,641,40,8,0,0,0,24.26,50.50
2019-7-22 0:5:22,,18,20,20,4614,1044,32,2,0,0,0,24.23,50.47
2019-7-22 0:5:30,,38,40,40,9174,2077,30,4,0,0,0,24.23,50.50
2019-7-22 0:5:38,,18,23,23,5193,1094,32,20,0,0,0,24.25,50.50
2019-7-22 0:5:44,,8,13,13,2670,531,36,18,0,0,0,24.25,50.54
2019-7-22 0:5:51,,13,17,18,3762,783,34,14,0,0,0,24.23,50.52
2019-7-22 0:5:59,,25,27,28,6585,1426,30,8,0,0,0,24.23,50.52
2019-7-22 0:6:4,,36,38,39,9207,2038,32,4,0,0,0,24.23,50.54
2019-7-22 0:6:12,,40,44,44,10377,2281,36,12,0,0,0,24.23,50.54
2019-7-22 0:6:18,,12,17,17,3504,690,44,20,0,0,0,24.25,50.52
2019-7-22 0:6:23,,12,16,16,3378,688,38,16,0,0,0,24.26,50.52
2019-7-22 0:6:31,,19,23,23,4893,1087,44,12,0,0,0,24.25,50.49
2019-7-22 0:6:39,,38,41,41,9546,2167,40,8,0,0,0,24.23,50.50
2019-7-22 0:6:45,,26,31,31,7014,1572,38,18,0,0,0,24.26,50.50
2019-7-22 0:6:52,,9,14,16,2982,635,38,24,0,0,0,24.23,50.50
2019-7-22 0:7:0,,17,20,23,4152,940,38,20,0,0,0,24.25,50.47
2019-7-22 0:7:5,,24,26,29,5742,1302,40,16,0,0,0,24.25,50.50
2019-7-22 0:7:12,,41,43,45,10236,2292,40,8,0,0,0,24.26,50.50
2019-7-22 0:7:18,,51,55,55,13008,2898,64,8,0,0,0,24.23,50.50
2019-7-22 0:7:26,,11,17,17,3615,757,55,22,0,0,0,24.22,50.47
2019-7-22 0:7:33,,13,18,18,3768,785,38,18,0,0,0,24.20,50.47
2019-7-22 0:7:41,,17,21,21,4428,969,30,18,0,0,0,24.25,50.50
2019-7-22 0:7:48,,6,13,13,1863,389,50,28,0,0,0,24.23,50.50
2019-7-22 0:7:53,,7,12,13,2061,448,44,20,0,0,0,24.25,50.54
2019-7-22 0:7:59,,11,16,17,2844,645,50,16,0,0,0,24.22,50.50
2019-7-22 0:8:6,,21,24,24,5376,1193,36,8,0,0,0,24.25,50.52
2019-7-22 0:8:13,,12,17,17,3471,724,45,20,0,0,0,24.22,50.52
2019-7-22 0:8:19,,6,12,12,1830,359,64,20,0,0,0,24.25,50.54
2019-7-22 0:8:25,,9,14,14,2382,510,64,16,0,0,0,24.23,50.54
2019-7-22 0:8:32,,16,20,20,3903,884,49,12,0,0,0,24.20,50.54
2019-7-22 0:8:38,,23,25,25,5472,1254,37,8,0,0,0,24.22,50.54
2019-7-22 0:8:44,,29,33,33,7299,1622,38,14,0,0,0,24.22,50.56
2019-7-22 0:8:50,,7,13,13,2499,500,38,24,0,0,0,24.22,50.56
2019-7-22 0:8:56,,9,14,14,2709,568,32,20,0,0,0,24.22,50.54
2019-7-22 0:9:4,,16,19,19,4113,885,26,12,0,0,0,24.19,50.59
2019-7-22 0:9:10,,26,29,29,6480,1455,38,8,0,0,0,24.23,50.59
2019-7-22 0:9:16,,18,23,23,4935,1043,53,16,0,0,0,24.22,50.58
2019-7-22 0:9:23,,6,12,12,2103,410,40,22,0,0,0,24.20,50.61
2019-7-22 0:9:28,,9,13,14,2529,553,38,18,0,0,0,24.20,50.61
2019-7-22 0:9:36,,16,19,20,4053,936,28,12,0,0,0,24.19,50.65
2019-7-22 0:9:43,,30,31,33,7623,1696,24,4,2,2,0,24.20,50.63
2019-7-22 0:9:51,,52,53,54,13302,2907,26,4,2,2,0,24.19,50.63
2019-7-22 0:9:57,,70,71,73,18123,3964,26,4,2,2,0,24.18,50.61
2019-7-22 0:10:3,,104,105,107,28128,6079,28,4,2,2,0,24.19,50.63
2019-7-22 0:10:10,,83,87,87,22743,4913,26,12,0,0,0,24.20,50.65
2019-7-22 0:10:16,,28,34,34,8139,1739,36,22,0,0,0,24.18,50.68
2019-7-22 0:10:22,,17,23,24,4791,1014,49,26,0,0,0,24.19,50.70
2019-7-22 0:10:29,,8,15,15,2535,558,62,26,0,0,0,24.18,50.70
