8/4/2019 20:50,6014,1808,570,85,25,20,10,10,10,10,6,4,3,1,0,0,0,0.653826042,19.02674271
8/4/2019 20:50,6013,2828,911,155,15,10,5,0,0,0,0,0,0,0,0,0,0,1.054801042,1.054801042
8/4/2019 20:50,6012,5682,1618,165,5,0,0,0,0,0,0,0,0,0,0,0,0,1.867442708,1.867442708
8/4/2019 20:50,6011,3553,1061,155,10,5,5,5,0,0,0,0,0,0,0,0,0,1.377051042,1.377051042
8/4/2019 20:50,6010,2094,585,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0.700967708,0.700967708
8/4/2019 20:50,6009,2717,736,130,10,5,5,0,0,0,0,0,0,0,0,0,0,0.947034375,0.947034375
8/4/2019 20:50,6008,2677,711,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864758333,0.864758333
8/4/2019 20:49,6007,1884,590,95,15,0,0,0,0,0,0,0,0,0,0,0,0,0.672811458,0.672811458
8/4/2019 20:49,6006,4389,1287,180,15,0,0,0,0,0,0,0,0,0,0,0,0,1.494553125,1.494553125
8/4/2019 20:49,6005,5859,1608,265,20,5,0,0,0,0,0,0,0,0,0,0,0,1.983611458,1.983611458
8/4/2019 20:49,6004,2200,665,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74325,0.74325
8/4/2019 20:49,6003,5182,1522,235,25,5,5,0,0,0,0,0,0,0,0,0,0,1.8160875,1.8160875
8/4/2019 20:49,6002,4359,1302,195,5,0,0,0,0,0,0,0,0,0,0,0,0,1.487584375,1.487584375
8/4/2019 20:49,6001,9142,2602,325,10,0,0,0,0,0,0,0,0,0,0,0,0,3.036910417,3.036910417
8/4/2019 20:49,6000,3396,976,95,5,5,0,0,0,0,0,0,0,0,0,0,0,1.12945,1.12945
8/4/2019 20:49,5999,6117,1603,195,10,5,5,5,0,0,0,0,0,0,0,0,0,2.141401042,2.141401042
8/4/2019 20:49,5998,5424,1557,200,25,10,0,0,0,0,0,0,0,0,0,0,0,1.853094792,1.853094792
8/4/2019 20:48,5997,5434,1362,155,10,5,0,0,0,0,0,0,0,0,0,0,0,1.743751042,1.743751042
8/4/2019 20:48,5996,2838,670,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0.897117708,0.897117708
8/4/2019 20:48,5995,2009,555,75,10,5,5,5,1,1,1,1,1,0,0,0,0,0.798834375,4.314459375
8/4/2019 20:48,5994,3422,1001,150,15,0,0,0,0,0,0,0,0,0,0,0,0,1.173544792,1.173544792
8/4/2019 20:48,5993,2577,741,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864216667,0.864216667
8/4/2019 20:48,5992,8567,2371,310,5,0,0,0,0,0,0,0,0,0,0,0,0,2.822451042,2.822451042
8/4/2019 20:48,5991,5045,1347,185,15,5,5,5,3,3,0,0,0,0,0,0,0,1.72001875,2.39501875
8/4/2019 20:48,5990,4127,1101,200,10,0,0,0,0,0,0,0,0,0,0,0,0,1.382185417,1.382185417
8/4/2019 20:48,5989,2366,700,115,5,5,5,5,3,3,0,0,0,0,0,0,0,0.8697,1.5447
8/4/2019 20:48,5988,2416,585,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0.765792708,0.765792708
8/4/2019 20:47,5987,2567,836,110,10,5,0,0,0,0,0,0,0,0,0,0,0,0.913617708,0.913617708
8/4/2019 20:47,5986,2426,751,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0.833085417,0.833085417
8/4/2019 20:47,5985,2330,695,145,20,10,5,0,0,0,0,0,0,0,0,0,0,0.877302083,0.877302083
8/4/2019 20:47,5984,1868,550,100,15,5,5,5,3,3,0,0,0,0,0,0,0,0.71624375,1.39124375
8/4/2019 20:47,5983,2587,670,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0.835559375,0.835559375
8/4/2019 20:47,5982,1783,570,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637925,0.637925
8/4/2019 20:47,5981,2074,525,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0.670342708,0.670342708
8/4/2019 20:47,5980,2798,786,135,5,0,0,0,0,0,0,0,0,0,0,0,0,0.946759375,0.946759375
8/4/2019 20:47,5979,1763,525,65,5,5,5,0,0,0,0,0,0,0,0,0,0,0.62805,0.62805
8/4/2019 20:47,5978,1919,490,65,10,0,0,0,0,0,0,0,0,0,0,0,0,0.62836875,0.62836875
8/4/2019 20:46,5977,6836,1929,310,20,10,0,0,0,0,0,0,0,0,0,0,0,2.335177083,2.335177083
8/4/2019 20:46,5976,13621,3799,475,10,0,0,0,0,0,0,0,0,0,0,0,0,4.490010417,4.490010417
8/4/2019 20:46,5975,3689,1096,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251833333,1.251833333
8/4/2019 20:46,5974,3961,1227,235,15,5,0,0,0,0,0,0,0,0,0,0,0,1.417602083,1.417602083
8/4/2019 20:46,5973,5803,1863,300,30,15,10,5,1,1,0,0,0,0,0,0,0,2.235211458,2.460211458
8/4/2019 20:46,5972,5111,1472,255,10,0,0,0,0,0,0,0,0,0,0,0,0,1.745935417,1.745935417
8/4/2019 20:46,5971,2622,711,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854925,0.854925
8/4/2019 20:46,5970,2064,535,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0.6797125,0.6797125
8/4/2019 20:46,5969,3019,831,150,5,0,0,0,0,0,0,0,0,0,0,0,0,1.017984375,1.017984375
8/4/2019 20:46,5968,3130,916,155,5,0,0,0,0,0,0,0,0,0,0,0,0,1.071709375,1.071709375
8/4/2019 20:45,5967,6715,1984,320,35,5,0,0,0,0,0,0,0,0,0,0,0,2.33880625,2.33880625
8/4/2019 20:45,5966,2004,575,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0.681327083,0.681327083
8/4/2019 20:45,5965,3608,1096,140,10,0,0,0,0,0,0,0,0,0,0,0,0,1.23336875,1.23336875
8/4/2019 20:45,5964,2893,786,190,10,0,0,0,0,0,0,0,0,0,0,0,0,1.002327083,1.002327083
8/4/2019 20:45,5963,9076,2516,340,10,5,0,0,0,0,0,0,0,0,0,0,0,3.013059375,3.013059375
8/4/2019 20:45,5962,1994,605,115,10,0,0,0,0,0,0,0,0,0,0,0,0,0.70611875,0.70611875
8/4/2019 20:45,5961,4616,1252,180,10,0,0,0,0,0,0,0,0,0,0,0,0,1.528602083,1.528602083
8/4/2019 20:45,5960,6021,1633,215,25,10,10,0,0,0,0,0,0,0,0,0,0,2.059144792,2.059144792
8/4/2019 20:45,5959,4485,1156,170,0,0,0,0,0,0,0,0,0,0,0,0,0,1.451975,1.451975
8/4/2019 20:45,5958,8710,2340,300,10,0,0,0,0,0,0,0,0,0,0,0,0,2.84621875,2.84621875
8/4/2019 20:44,5957,1899,480,90,10,5,5,0,0,0,0,0,0,0,0,0,0,0.663717708,0.663717708
8/4/2019 20:44,5956,2396,670,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0.796277083,0.796277083
8/4/2019 20:44,5955,2371,610,95,15,0,0,0,0,0,0,0,0,0,0,0,0,0.788553125,0.788553125
8/4/2019 20:44,5954,3568,1036,155,15,5,0,0,0,0,0,0,0,0,0,0,0,1.22961875,1.22961875
8/4/2019 20:44,5953,5025,1392,200,20,0,0,0,0,0,0,0,0,0,0,0,0,1.686429167,1.686429167
8/4/2019 20:44,5952,3915,1161,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3151,1.3151
