pm2.5,Temp,RH,AP,Flag,Date,Time
4.54,19.2,69,750,1,9:58:10,4-Aug-19
3.82,19.2,69,750,0,9:58:11,4-Aug-19
4.48,19.2,69,750,0,9:58:12,4-Aug-19
5.41,19.2,69,750,0,9:58:13,4-Aug-19
5.55,19.2,69,750,0,9:58:14,4-Aug-19
5,19.2,69,752,0,9:58:15,4-Aug-19
5.7,19.2,69,752,0,9:58:16,4-Aug-19
5.09,19.2,69,752,0,9:58:17,4-Aug-19
5.69,19.2,69,752,0,9:58:18,4-Aug-19
5.49,19.2,69,752,0,9:58:19,4-Aug-19
5.49,19.2,69,752,0,9:58:20,4-Aug-19
5.85,19.2,69,752,0,9:58:21,4-Aug-19
6.18,19.2,69,752,0,9:58:22,4-Aug-19
5.38,19.2,69,752,0,9:58:23,4-Aug-19
5.3,19.2,69,752,0,9:58:24,4-Aug-19
7.31,19.2,69,752,0,9:58:25,4-Aug-19
5.47,19.2,69,752,0,9:58:26,4-Aug-19
6.3,19.2,69,752,0,9:58:27,4-Aug-19
4.34,19.2,69,752,0,9:58:28,4-Aug-19
5.36,19.2,69,752,0,9:58:29,4-Aug-19
5.2,19.2,69,752,0,9:58:30,4-Aug-19
5.68,19.2,69,752,0,9:58:31,4-Aug-19
5.41,19.2,69,752,0,9:58:32,4-Aug-19
5.63,19.2,70,752,0,9:58:33,4-Aug-19
5.48,19.2,70,752,0,9:58:34,4-Aug-19
6.07,19.2,70,752,0,9:58:35,4-Aug-19
5.08,19.2,70,752,0,9:58:36,4-Aug-19
4.45,19.2,70,752,0,9:58:37,4-Aug-19
6.26,19.2,70,752,0,9:58:38,4-Aug-19
5.25,19.2,70,752,0,9:58:39,4-Aug-19
4.39,19.2,70,752,0,9:58:40,4-Aug-19
4.93,19.2,70,752,0,9:58:41,4-Aug-19
4.73,19.2,70,752,0,9:58:42,4-Aug-19
4.73,19.2,70,752,0,9:58:43,4-Aug-19
5.57,19.2,70,752,0,9:58:44,4-Aug-19
5.23,19.2,70,752,0,9:58:45,4-Aug-19
4.8,19.2,70,752,0,9:58:46,4-Aug-19
5.82,19.2,70,752,0,9:58:47,4-Aug-19
4.81,19.2,70,752,0,9:58:48,4-Aug-19
4.78,19.2,70,752,0,9:58:49,4-Aug-19
3.99,19.2,70,752,0,9:58:50,4-Aug-19
4.98,19.2,70,752,0,9:58:51,4-Aug-19
5,19.2,70,752,0,9:58:52,4-Aug-19
5.58,19.2,70,752,0,9:58:53,4-Aug-19
5.26,19.2,70,752,0,9:58:54,4-Aug-19
4.97,19.2,70,752,0,9:58:55,4-Aug-19
5.38,19.2,70,752,0,9:58:56,4-Aug-19
5.67,19.2,71,752,0,9:58:57,4-Aug-19
4.76,19.2,71,752,0,9:58:58,4-Aug-19
5.25,19.2,71,752,0,9:58:59,4-Aug-19
5.36,19.2,71,752,0,9:59:00,4-Aug-19
5.06,19.2,71,752,0,9:59:01,4-Aug-19
4.39,19.2,71,752,0,9:59:02,4-Aug-19
4.33,19.2,71,752,0,9:59:03,4-Aug-19
5.39,19.2,71,752,0,9:59:04,4-Aug-19
5.48,19.2,71,752,0,9:59:05,4-Aug-19
4.88,19.2,71,752,0,9:59:06,4-Aug-19
5.22,19.2,71,752,0,9:59:07,4-Aug-19
5.54,19.2,71,752,0,9:59:08,4-Aug-19
5.48,19.2,71,752,0,9:59:09,4-Aug-19
4.53,19.2,71,752,0,9:59:10,4-Aug-19
5.1,19.2,71,752,0,9:59:11,4-Aug-19
5.78,19.2,71,752,0,9:59:12,4-Aug-19
5.07,19.2,71,752,0,9:59:13,4-Aug-19
5.93,19.2,71,752,0,9:59:14,4-Aug-19
5.11,19.2,71,752,0,9:59:15,4-Aug-19
4.59,19.2,71,752,0,9:59:16,4-Aug-19
4.98,19.2,71,752,0,9:59:17,4-Aug-19
5.03,19.2,71,752,0,9:59:18,4-Aug-19
4.33,19.2,71,752,0,9:59:19,4-Aug-19
5.51,19.2,71,752,0,9:59:20,4-Aug-19
4.43,19.2,72,752,0,9:59:21,4-Aug-19
4.04,19.2,72,752,0,9:59:22,4-Aug-19
5.34,19.2,72,752,0,9:59:23,4-Aug-19
5.94,19.2,72,752,0,9:59:24,4-Aug-19
4.99,19.2,72,752,0,9:59:25,4-Aug-19
5.04,19.2,72,752,0,9:59:26,4-Aug-19
4.93,19.2,72,752,0,9:59:27,4-Aug-19
4.01,19.2,72,752,0,9:59:28,4-Aug-19
5.33,19.2,72,752,0,9:59:29,4-Aug-19
4.68,19.2,72,752,0,9:59:30,4-Aug-19
4.38,19.2,72,752,0,9:59:31,4-Aug-19
3.96,19.2,72,752,0,9:59:32,4-Aug-19
5.94,19.2,72,752,0,9:59:33,4-Aug-19
6.97,19.2,72,752,0,9:59:34,4-Aug-19
6.97,19.2,72,752,0,9:59:35,4-Aug-19
4.75,19.2,72,752,0,9:59:36,4-Aug-19
5.64,19.2,72,752,0,9:59:37,4-Aug-19
5.66,19.2,72,752,0,9:59:38,4-Aug-19
5.34,19.2,72,752,0,9:59:39,4-Aug-19
4.88,19.2,72,752,0,9:59:40,4-Aug-19
4.74,19.2,72,752,0,9:59:41,4-Aug-19
3.91,19.2,72,752,0,9:59:42,4-Aug-19
5.23,19.2,72,752,0,9:59:43,4-Aug-19
4.77,19.2,72,752,0,9:59:44,4-Aug-19
4.64,19.2,72,752,0,9:59:45,4-Aug-19
5.04,19.2,72,752,0,9:59:46,4-Aug-19
5.64,19.2,72,752,0,9:59:47,4-Aug-19
4.94,19.2,72,752,0,9:59:48,4-Aug-19
5.26,19.2,72,752,0,9:59:49,4-Aug-19
4.57,19.2,72,752,0,9:59:50,4-Aug-19
3.92,19.2,72,752,0,9:59:51,4-Aug-19
4.48,19.2,72,752,0,9:59:52,4-Aug-19
6.54,19.2,72,752,0,9:59:53,4-Aug-19
4.68,19.2,72,752,0,9:59:54,4-Aug-19
4.04,19.2,72,752,0,9:59:55,4-Aug-19
5.93,19.2,72,752,0,9:59:56,4-Aug-19
5.15,19.2,72,752,0,9:59:57,4-Aug-19
5.23,19.2,72,752,0,9:59:58,4-Aug-19
4.3,19.2,72,752,0,9:59:59,4-Aug-19
5,19.2,72,752,0,10:00:00,4-Aug-19
5,19.2,72,752,0,10:00:01,4-Aug-19
4.5,19.2,72,752,0,10:00:02,4-Aug-19
5.65,19.2,72,752,0,10:00:03,4-Aug-19
4.68,19.2,72,752,0,10:00:04,4-Aug-19
4.25,19.2,72,752,0,10:00:05,4-Aug-19
4.39,19.2,72,752,0,10:00:06,4-Aug-19
4.06,19.2,72,752,0,10:00:07,4-Aug-19
5.08,19.2,72,752,0,10:00:08,4-Aug-19
4.75,19.2,72,752,0,10:00:09,4-Aug-19
4.96,19.2,72,752,0,10:00:10,4-Aug-19
4.73,19.2,72,752,0,10:00:11,4-Aug-19
4.78,19.2,72,752,0,10:00:12,4-Aug-19
5.13,19.2,72,752,0,10:00:13,4-Aug-19
5.33,19.2,72,752,0,10:00:14,4-Aug-19
4.94,19.3,71,752,0,10:00:15,4-Aug-19
4.51,19.3,71,752,0,10:00:16,4-Aug-19
4.07,19.3,71,752,0,10:00:17,4-Aug-19
4.89,19.3,71,752,0,10:00:18,4-Aug-19
4.23,19.3,71,752,0,10:00:19,4-Aug-19
5.26,19.3,71,752,0,10:00:20,4-Aug-19
4.04,19.3,71,752,0,10:00:21,4-Aug-19
4.56,19.3,71,752,0,10:00:22,4-Aug-19
5.38,19.3,71,752,0,10:00:23,4-Aug-19
4.76,19.3,71,752,0,10:00:24,4-Aug-19
5.35,19.3,71,752,0,10:00:25,4-Aug-19
5.01,19.3,71,752,0,10:00:26,4-Aug-19
5.02,19.3,71,752,0,10:00:27,4-Aug-19
4.31,19.3,71,752,0,10:00:28,4-Aug-19
5.08,19.3,71,752,0,10:00:29,4-Aug-19
5.17,19.3,71,752,0,10:00:30,4-Aug-19
4.97,19.3,71,752,0,10:00:31,4-Aug-19
7.6,19.3,71,752,0,10:00:32,4-Aug-19
4.53,19.3,71,752,0,10:00:33,4-Aug-19
4.96,19.3,71,752,0,10:00:34,4-Aug-19
4.99,19.3,71,752,0,10:00:35,4-Aug-19
4.1,19.3,71,752,0,10:00:36,4-Aug-19
5.02,19.3,71,752,0,10:00:37,4-Aug-19
4.9,19.3,71,752,0,10:00:38,4-Aug-19
4.75,19.3,71,752,0,10:00:39,4-Aug-19
4.48,19.3,71,752,0,10:00:40,4-Aug-19
4.57,19.3,71,752,0,10:00:41,4-Aug-19
5.54,19.3,71,752,0,10:00:42,4-Aug-19
4.52,19.3,71,752,0,10:00:43,4-Aug-19
5.94,19.3,71,752,0,10:00:44,4-Aug-19
5.74,19.3,71,752,0,10:00:45,4-Aug-19
4.57,19.3,71,752,0,10:00:46,4-Aug-19
4.06,19.3,71,752,0,10:00:47,4-Aug-19
5.08,19.3,71,752,0,10:00:48,4-Aug-19
5.24,19.3,71,752,0,10:00:49,4-Aug-19
4.95,19.3,71,752,0,10:00:50,4-Aug-19
5.09,19.3,71,752,0,10:00:51,4-Aug-19
4.4,19.3,71,752,0,10:00:52,4-Aug-19
4.4,19.3,71,752,0,10:00:53,4-Aug-19
4.49,19.3,71,752,0,10:00:54,4-Aug-19
4.78,19.3,71,752,0,10:00:55,4-Aug-19
3.71,19.3,71,752,0,10:00:56,4-Aug-19
4.42,19.3,71,752,0,10:00:57,4-Aug-19
4.53,19.3,71,752,0,10:00:58,4-Aug-19
3.9,19.3,71,752,0,10:00:59,4-Aug-19
4.43,19.3,71,752,0,10:01:00,4-Aug-19
4.11,19.3,71,752,0,10:01:01,4-Aug-19
4.22,19.3,71,752,0,10:01:02,4-Aug-19
3.2,19.3,70,752,0,10:01:03,4-Aug-19
3.48,19.3,70,752,0,10:01:04,4-Aug-19
4.65,19.3,70,752,0,10:01:05,4-Aug-19
3.63,19.3,70,752,0,10:01:06,4-Aug-19
2.86,19.3,70,752,0,10:01:07,4-Aug-19
4.85,19.3,70,752,0,10:01:08,4-Aug-19
4.57,19.3,70,752,0,10:01:09,4-Aug-19
3.38,19.3,70,752,0,10:01:10,4-Aug-19
4.93,19.3,70,752,0,10:01:11,4-Aug-19
5.46,19.3,70,752,0,10:01:12,4-Aug-19
4.85,19.3,70,752,0,10:01:13,4-Aug-19
3.58,19.3,70,752,0,10:01:14,4-Aug-19
5.01,19.3,70,752,0,10:01:15,4-Aug-19
5.17,19.3,70,752,0,10:01:16,4-Aug-19
4.87,19.3,70,752,0,10:01:17,4-Aug-19
4.15,19.3,70,752,0,10:01:18,4-Aug-19
4.15,19.3,70,752,0,10:01:19,4-Aug-19
4.7,19.3,70,752,0,10:01:20,4-Aug-19
4.73,19.3,70,752,0,10:01:21,4-Aug-19
3.59,19.3,70,752,0,10:01:22,4-Aug-19
4.25,19.3,70,752,0,10:01:23,4-Aug-19
5.47,19.3,70,752,0,10:01:24,4-Aug-19
3.84,19.3,70,752,0,10:01:25,4-Aug-19
3.5,19.3,70,752,0,10:01:26,4-Aug-19
3.71,19.3,69,752,0,10:01:27,4-Aug-19
4.86,19.3,69,752,0,10:01:28,4-Aug-19
4.29,19.3,69,752,0,10:01:29,4-Aug-19
3.4,19.3,69,752,0,10:01:30,4-Aug-19
4.51,19.3,69,752,0,10:01:31,4-Aug-19
3.32,19.3,69,752,0,10:01:32,4-Aug-19
3.8,19.3,69,752,0,10:01:33,4-Aug-19
3.92,19.3,69,752,0,10:01:34,4-Aug-19
4.37,19.3,69,752,0,10:01:35,4-Aug-19
4.87,19.3,69,752,0,10:01:36,4-Aug-19
3.98,19.3,69,752,0,10:01:37,4-Aug-19
4.28,19.3,69,752,0,10:01:38,4-Aug-19
3.74,19.3,69,750,0,10:01:39,4-Aug-19
4.82,19.3,69,750,0,10:01:40,4-Aug-19
5,19.3,69,750,0,10:01:41,4-Aug-19
3.76,19.3,69,750,0,10:01:42,4-Aug-19
3.04,19.3,69,750,0,10:01:43,4-Aug-19
3.9,19.3,69,750,0,10:01:44,4-Aug-19
3.9,19.3,69,752,0,10:01:45,4-Aug-19
4.55,19.3,69,752,0,10:01:46,4-Aug-19
4.78,19.3,69,752,0,10:01:47,4-Aug-19
4.07,19.3,69,752,0,10:01:48,4-Aug-19
4.29,19.3,69,752,0,10:01:49,4-Aug-19
3.57,19.3,69,752,0,10:01:50,4-Aug-19
4.31,19.3,69,752,0,10:01:51,4-Aug-19
4.01,19.3,69,752,0,10:01:52,4-Aug-19
4.78,19.3,69,752,0,10:01:53,4-Aug-19
4.58,19.3,69,752,0,10:01:54,4-Aug-19
4.07,19.3,69,752,0,10:01:55,4-Aug-19
3.53,19.3,69,752,0,10:01:56,4-Aug-19
3.33,19.3,69,752,0,10:01:57,4-Aug-19
4.28,19.3,69,752,0,10:01:58,4-Aug-19
4.96,19.3,69,752,0,10:01:59,4-Aug-19
5.14,19.3,69,752,0,10:02:00,4-Aug-19
4.29,19.3,69,752,0,10:02:01,4-Aug-19
3.88,19.3,69,752,0,10:02:02,4-Aug-19
3.62,19.3,69,752,0,10:02:03,4-Aug-19
4.46,19.3,69,752,0,10:02:04,4-Aug-19
4.4,19.3,69,752,0,10:02:05,4-Aug-19
4.31,19.3,69,752,0,10:02:06,4-Aug-19
3.98,19.3,69,752,0,10:02:07,4-Aug-19
3.98,19.3,69,752,0,10:02:08,4-Aug-19
4.05,19.3,69,752,0,10:02:09,4-Aug-19
4.11,19.3,69,752,0,10:02:10,4-Aug-19
4.29,19.3,69,752,0,10:02:11,4-Aug-19
4.42,19.3,69,752,0,10:02:12,4-Aug-19
4.34,19.3,69,752,0,10:02:13,4-Aug-19
4.92,19.3,69,752,0,10:02:14,4-Aug-19
3.99,19.4,69,752,0,10:02:15,4-Aug-19
4.61,19.4,69,752,0,10:02:16,4-Aug-19
4.79,19.4,69,752,0,10:02:17,4-Aug-19
3.58,19.4,69,752,0,10:02:18,4-Aug-19
4.74,19.4,69,752,0,10:02:19,4-Aug-19
4.18,19.4,69,752,0,10:02:20,4-Aug-19
5.1,19.4,69,752,0,10:02:21,4-Aug-19
3.14,19.4,69,752,0,10:02:22,4-Aug-19
3.47,19.4,69,752,0,10:02:23,4-Aug-19
4.21,19.4,69,752,0,10:02:24,4-Aug-19
4.66,19.4,69,752,0,10:02:25,4-Aug-19
4.19,19.4,69,752,0,10:02:26,4-Aug-19
3.83,19.4,69,752,0,10:02:27,4-Aug-19
4.14,19.4,69,752,0,10:02:28,4-Aug-19
5.02,19.4,69,752,0,10:02:29,4-Aug-19
5.13,19.4,69,752,0,10:02:30,4-Aug-19
5.13,19.4,69,752,0,10:02:31,4-Aug-19
3.53,19.4,69,752,0,10:02:32,4-Aug-19
5.07,19.4,69,752,0,10:02:33,4-Aug-19
4.19,19.4,69,752,0,10:02:34,4-Aug-19
4.2,19.4,69,752,0,10:02:35,4-Aug-19
5.85,19.4,69,752,0,10:02:36,4-Aug-19
4.71,19.4,69,752,0,10:02:37,4-Aug-19
5.12,19.4,69,752,0,10:02:38,4-Aug-19
4.14,19.4,69,752,0,10:02:39,4-Aug-19
4.18,19.4,69,752,0,10:02:40,4-Aug-19
3.24,19.4,69,752,0,10:02:41,4-Aug-19
5.33,19.4,69,752,0,10:02:42,4-Aug-19
4.79,19.4,69,752,0,10:02:43,4-Aug-19
4.75,19.4,69,752,0,10:02:44,4-Aug-19
4.67,19.4,69,752,0,10:02:45,4-Aug-19
4.3,19.4,69,752,0,10:02:46,4-Aug-19
3.74,19.4,69,752,0,10:02:47,4-Aug-19
4.1,19.4,69,752,0,10:02:48,4-Aug-19
5.3,19.4,69,752,0,10:02:49,4-Aug-19
4.16,19.4,69,752,0,10:02:50,4-Aug-19
4.07,19.4,69,752,0,10:02:51,4-Aug-19
3.43,19.4,69,752,0,10:02:52,4-Aug-19
3.44,19.4,69,752,0,10:02:53,4-Aug-19
4.25,19.4,69,752,0,10:02:54,4-Aug-19
3.95,19.4,69,752,0,10:02:55,4-Aug-19
4.28,19.4,69,752,0,10:02:56,4-Aug-19
4.28,19.4,69,752,0,10:02:57,4-Aug-19
4.8,19.4,69,752,0,10:02:58,4-Aug-19
4.98,19.4,69,752,0,10:02:59,4-Aug-19
5.15,19.4,69,752,0,10:03:00,4-Aug-19
4.99,19.4,69,752,0,10:03:01,4-Aug-19
5.13,19.4,69,752,0,10:03:02,4-Aug-19
4.86,19.4,69,752,0,10:03:03,4-Aug-19
3.63,19.4,69,752,0,10:03:04,4-Aug-19
4.76,19.4,69,752,0,10:03:05,4-Aug-19
4.77,19.4,69,752,0,10:03:06,4-Aug-19
5.07,19.4,69,752,0,10:03:07,4-Aug-19
4.14,19.4,69,752,0,10:03:08,4-Aug-19
4.12,19.4,69,752,0,10:03:09,4-Aug-19
4.18,19.4,69,752,0,10:03:10,4-Aug-19
4.98,19.4,69,752,0,10:03:11,4-Aug-19
5.26,19.4,69,752,0,10:03:12,4-Aug-19
3.94,19.4,69,752,0,10:03:13,4-Aug-19
4.39,19.4,69,752,0,10:03:14,4-Aug-19
4.17,19.4,69,752,0,10:03:15,4-Aug-19
6.01,19.4,69,752,0,10:03:16,4-Aug-19
5.12,19.4,69,752,0,10:03:17,4-Aug-19
4.24,19.4,69,752,0,10:03:18,4-Aug-19
4.22,19.4,69,752,0,10:03:19,4-Aug-19
4.32,19.4,69,752,0,10:03:20,4-Aug-19
3.38,19.4,69,752,0,10:03:21,4-Aug-19
5.05,19.4,69,752,0,10:03:22,4-Aug-19
5.05,19.4,69,752,0,10:03:23,4-Aug-19
4.6,19.4,69,752,0,10:03:24,4-Aug-19
4.67,19.4,69,752,0,10:03:25,4-Aug-19
5.2,19.4,69,752,0,10:03:26,4-Aug-19
5.17,19.4,69,752,0,10:03:27,4-Aug-19
5.92,19.4,69,752,0,10:03:28,4-Aug-19
4.69,19.4,69,752,0,10:03:29,4-Aug-19
5.49,19.4,69,752,0,10:03:30,4-Aug-19
3.95,19.4,69,752,0,10:03:31,4-Aug-19
4.99,19.4,69,752,0,10:03:32,4-Aug-19
4.16,19.4,69,752,0,10:03:33,4-Aug-19
4.35,19.4,69,752,0,10:03:34,4-Aug-19
5.22,19.4,69,752,0,10:03:35,4-Aug-19
3.68,19.4,69,752,0,10:03:36,4-Aug-19
4.73,19.4,69,752,0,10:03:37,4-Aug-19
5.01,19.4,69,752,0,10:03:38,4-Aug-19
3.79,19.4,69,752,0,10:03:39,4-Aug-19
4.99,19.4,69,752,0,10:03:40,4-Aug-19
4.9,19.4,69,752,0,10:03:41,4-Aug-19
3.63,19.4,69,752,0,10:03:42,4-Aug-19
3.69,19.4,69,752,0,10:03:43,4-Aug-19
3.99,19.4,69,752,0,10:03:44,4-Aug-19
3.36,19.4,69,752,0,10:03:45,4-Aug-19
3.82,19.4,69,752,0,10:03:46,4-Aug-19
4.96,19.4,69,752,0,10:03:47,4-Aug-19
5.18,19.4,69,752,0,10:03:48,4-Aug-19
5.18,19.4,69,752,0,10:03:49,4-Aug-19
5.27,19.4,69,752,0,10:03:50,4-Aug-19
5.08,19.4,69,752,0,10:03:51,4-Aug-19
4.35,19.4,69,752,0,10:03:52,4-Aug-19
5.08,19.4,69,752,0,10:03:53,4-Aug-19
3.89,19.4,69,752,0,10:03:54,4-Aug-19
4.22,19.4,69,752,0,10:03:55,4-Aug-19
4.54,19.4,69,752,0,10:03:56,4-Aug-19
4.48,19.4,69,752,0,10:03:57,4-Aug-19
4.07,19.4,69,752,0,10:03:58,4-Aug-19
4.78,19.4,69,752,0,10:03:59,4-Aug-19
5.27,19.4,69,752,0,10:04:00,4-Aug-19
5.36,19.4,69,752,0,10:04:01,4-Aug-19
11.58,19.4,69,752,0,10:04:02,4-Aug-19
20.42,19.4,69,752,0,10:04:03,4-Aug-19
20.73,19.4,69,752,0,10:04:04,4-Aug-19
34.55,19.4,69,752,0,10:04:05,4-Aug-19
35.51,19.4,69,752,0,10:04:06,4-Aug-19
39.38,19.4,69,752,0,10:04:07,4-Aug-19
53.41,19.4,69,752,0,10:04:08,4-Aug-19
42.48,19.4,69,752,0,10:04:09,4-Aug-19
46.39,19.4,69,752,0,10:04:10,4-Aug-19
39.38,19.4,69,752,0,10:04:11,4-Aug-19
37.18,19.4,69,752,0,10:04:12,4-Aug-19
40.01,19.4,69,752,0,10:04:13,4-Aug-19
36.9,19.4,69,752,0,10:04:14,4-Aug-19
36.9,19.5,69,752,0,10:04:15,4-Aug-19
29.33,19.5,69,752,0,10:04:16,4-Aug-19
27.81,19.5,69,752,0,10:04:17,4-Aug-19
35.12,19.5,69,752,0,10:04:18,4-Aug-19
44.28,19.5,69,752,0,10:04:19,4-Aug-19
47.11,19.5,69,752,0,10:04:20,4-Aug-19
67.32,19.5,69,752,0,10:04:21,4-Aug-19
91.43,19.5,69,752,0,10:04:22,4-Aug-19
118.23,19.5,69,752,0,10:04:23,4-Aug-19
99,19.5,69,752,0,10:04:24,4-Aug-19
89.1,19.5,69,752,0,10:04:25,4-Aug-19
86.16,19.5,69,752,0,10:04:26,4-Aug-19
97.82,19.5,69,752,0,10:04:27,4-Aug-19
105.04,19.5,69,752,0,10:04:28,4-Aug-19
113.24,19.5,69,752,0,10:04:29,4-Aug-19
112.7,19.5,69,752,0,10:04:30,4-Aug-19
102.1,19.5,69,752,0,10:04:31,4-Aug-19
94.45,19.5,69,752,0,10:04:32,4-Aug-19
95.78,19.5,68,752,0,10:04:33,4-Aug-19
101.3,19.5,68,752,0,10:04:34,4-Aug-19
93.52,19.5,68,752,0,10:04:35,4-Aug-19
94.67,19.5,68,752,0,10:04:36,4-Aug-19
134.69,19.5,68,752,0,10:04:37,4-Aug-19
156.84,19.5,68,752,0,10:04:38,4-Aug-19
154.34,19.5,69,752,0,10:04:39,4-Aug-19
161.87,19.5,69,752,0,10:04:40,4-Aug-19
161.87,19.5,69,752,0,10:04:41,4-Aug-19
147.88,19.5,69,752,0,10:04:42,4-Aug-19
151.23,19.5,69,752,0,10:04:43,4-Aug-19
187.43,19.5,69,752,0,10:04:44,4-Aug-19
199.3,19.5,69,752,0,10:04:45,4-Aug-19
181.42,19.5,69,752,0,10:04:46,4-Aug-19
181.37,19.5,69,752,0,10:04:47,4-Aug-19
188.63,19.5,69,752,0,10:04:48,4-Aug-19
197.51,19.5,69,752,0,10:04:49,4-Aug-19
195.47,19.5,69,752,0,10:04:50,4-Aug-19
184.8,19.5,68,752,0,10:04:51,4-Aug-19
185.49,19.5,68,752,0,10:04:52,4-Aug-19
184.12,19.5,68,752,0,10:04:53,4-Aug-19
173.45,19.5,68,752,0,10:04:54,4-Aug-19
190.02,19.5,68,752,0,10:04:55,4-Aug-19
192.73,19.5,68,752,0,10:04:56,4-Aug-19
201.4,19.5,68,752,0,10:04:57,4-Aug-19
198.68,19.5,68,752,0,10:04:58,4-Aug-19
188.82,19.5,68,752,0,10:04:59,4-Aug-19
189.01,19.5,68,752,0,10:05:00,4-Aug-19
184.98,19.5,68,752,0,10:05:01,4-Aug-19
204.53,19.5,68,752,0,10:05:02,4-Aug-19
203.69,19.5,68,750,0,10:05:03,4-Aug-19
210.63,19.5,68,750,0,10:05:04,4-Aug-19
208.54,19.5,68,750,0,10:05:05,4-Aug-19
197.94,19.5,68,750,0,10:05:06,4-Aug-19
197.94,19.5,68,750,0,10:05:07,4-Aug-19
198.91,19.5,68,750,0,10:05:08,4-Aug-19
200.06,19.5,68,750,0,10:05:09,4-Aug-19
186.98,19.5,68,750,0,10:05:10,4-Aug-19
182.09,19.5,68,750,0,10:05:11,4-Aug-19
190.08,19.5,68,750,0,10:05:12,4-Aug-19
192.09,19.5,68,750,0,10:05:13,4-Aug-19
184.87,19.5,68,750,0,10:05:14,4-Aug-19
183.6,19.5,68,752,0,10:05:15,4-Aug-19
187.46,19.5,68,752,0,10:05:16,4-Aug-19
187.75,19.5,68,752,0,10:05:17,4-Aug-19
192.73,19.5,68,752,0,10:05:18,4-Aug-19
200.63,19.5,68,752,0,10:05:19,4-Aug-19
210.7,19.5,68,752,0,10:05:20,4-Aug-19
223.51,19.5,68,752,0,10:05:21,4-Aug-19
229.01,19.5,68,752,0,10:05:22,4-Aug-19
255.67,19.5,68,752,0,10:05:23,4-Aug-19
259.26,19.5,68,752,0,10:05:24,4-Aug-19
266.43,19.5,68,752,0,10:05:25,4-Aug-19
284.8,19.5,68,752,0,10:05:26,4-Aug-19
307.96,19.5,68,752,0,10:05:27,4-Aug-19
307.76,19.5,68,752,0,10:05:28,4-Aug-19
273.93,19.5,68,752,0,10:05:29,4-Aug-19
243.44,19.5,68,752,0,10:05:30,4-Aug-19
246.86,19.5,68,752,0,10:05:31,4-Aug-19
296.11,19.5,68,752,0,10:05:32,4-Aug-19
296.11,19.5,68,752,0,10:05:33,4-Aug-19
314.61,19.5,68,752,0,10:05:34,4-Aug-19
320.55,19.5,68,752,0,10:05:35,4-Aug-19
292.97,19.5,68,752,0,10:05:36,4-Aug-19
286.94,19.5,68,752,0,10:05:37,4-Aug-19
282.16,19.5,68,752,0,10:05:38,4-Aug-19
281.81,19.5,68,752,0,10:05:39,4-Aug-19
281.25,19.5,68,752,0,10:05:40,4-Aug-19
279.35,19.5,68,752,0,10:05:41,4-Aug-19
290.87,19.5,68,752,0,10:05:42,4-Aug-19
300.35,19.5,68,752,0,10:05:43,4-Aug-19
289.56,19.5,68,752,0,10:05:44,4-Aug-19
281.23,19.5,68,752,0,10:05:45,4-Aug-19
289.38,19.5,68,752,0,10:05:46,4-Aug-19
312.64,19.5,68,752,0,10:05:47,4-Aug-19
342.03,19.5,68,752,0,10:05:48,4-Aug-19
324.17,19.5,68,752,0,10:05:49,4-Aug-19
329.28,19.5,68,752,0,10:05:50,4-Aug-19
335.72,19.5,68,752,0,10:05:51,4-Aug-19
330.29,19.5,68,752,0,10:05:52,4-Aug-19
309.69,19.5,68,752,0,10:05:53,4-Aug-19
293.1,19.5,68,752,0,10:05:54,4-Aug-19
308.16,19.5,68,752,0,10:05:55,4-Aug-19
308.16,19.5,68,752,0,10:05:56,4-Aug-19
355.23,19.5,68,752,0,10:05:57,4-Aug-19
366.57,19.5,68,752,0,10:05:58,4-Aug-19
373.16,19.5,68,752,0,10:05:59,4-Aug-19
359.82,19.5,68,752,0,10:06:00,4-Aug-19
331,19.5,68,752,0,10:06:01,4-Aug-19
314.22,19.5,68,752,0,10:06:02,4-Aug-19
340.54,19.5,68,752,0,10:06:03,4-Aug-19
357.42,19.5,68,752,0,10:06:04,4-Aug-19
342.36,19.5,68,752,0,10:06:05,4-Aug-19
316.38,19.5,68,752,0,10:06:06,4-Aug-19
311.82,19.5,68,752,0,10:06:07,4-Aug-19
314.17,19.5,68,752,0,10:06:08,4-Aug-19
320.93,19.5,68,752,0,10:06:09,4-Aug-19
328.23,19.5,68,752,0,10:06:10,4-Aug-19
326.75,19.5,68,752,0,10:06:11,4-Aug-19
314.83,19.5,68,752,0,10:06:12,4-Aug-19
348.97,19.5,68,752,0,10:06:13,4-Aug-19
360.97,19.5,68,752,0,10:06:14,4-Aug-19
362.05,19.5,68,752,0,10:06:15,4-Aug-19
337.55,19.5,68,752,0,10:06:16,4-Aug-19
331.33,19.5,68,752,0,10:06:17,4-Aug-19
359.43,19.5,68,752,0,10:06:18,4-Aug-19
359.43,19.5,68,752,0,10:06:19,4-Aug-19
357.48,19.5,68,752,0,10:06:20,4-Aug-19
359.74,19.5,68,752,0,10:06:21,4-Aug-19
360.04,19.5,68,752,0,10:06:22,4-Aug-19
352.78,19.5,68,752,0,10:06:23,4-Aug-19
356.05,19.5,68,752,0,10:06:24,4-Aug-19
357.95,19.5,68,752,0,10:06:25,4-Aug-19
340.51,19.5,68,752,0,10:06:26,4-Aug-19
362.57,19.5,68,752,0,10:06:27,4-Aug-19
364.1,19.5,68,752,0,10:06:28,4-Aug-19
