pm2.5,Temp,RH,AP,Flag,Date,Time
446.45,20,66,752,0,10:18:22,4-Aug-19
450.98,20,66,752,0,10:18:23,4-Aug-19
453.29,20,66,752,0,10:18:24,4-Aug-19
444.38,20,66,752,0,10:18:25,4-Aug-19
436.32,20,66,752,0,10:18:26,4-Aug-19
424.56,20,66,752,0,10:18:27,4-Aug-19
421.6,20,66,752,0,10:18:28,4-Aug-19
419.88,20,66,752,0,10:18:29,4-Aug-19
403.79,20,66,752,0,10:18:30,4-Aug-19
403.34,20,66,752,0,10:18:31,4-Aug-19
396.77,20,66,752,0,10:18:32,4-Aug-19
391.18,20,66,752,0,10:18:33,4-Aug-19
399.63,20,66,752,0,10:18:34,4-Aug-19
399.63,20,66,752,0,10:18:35,4-Aug-19
410.04,20,66,752,0,10:18:36,4-Aug-19
402.15,20,66,752,0,10:18:37,4-Aug-19
389.94,20,66,752,0,10:18:38,4-Aug-19
387.56,20,66,752,0,10:18:39,4-Aug-19
381.33,20,66,752,0,10:18:40,4-Aug-19
376.87,20,66,752,0,10:18:41,4-Aug-19
379.07,20,66,752,0,10:18:42,4-Aug-19
378.87,20,66,752,0,10:18:43,4-Aug-19
372.51,20,66,752,0,10:18:44,4-Aug-19
369.54,20,66,752,0,10:18:45,4-Aug-19
362.79,20,66,752,0,10:18:46,4-Aug-19
366.13,20,66,752,0,10:18:47,4-Aug-19
353.22,20,66,752,0,10:18:48,4-Aug-19
354.6,20,66,752,0,10:18:49,4-Aug-19
360.35,20,66,752,0,10:18:50,4-Aug-19
356.86,20,66,752,0,10:18:51,4-Aug-19
359.96,20,66,752,0,10:18:52,4-Aug-19
358.76,20,66,752,0,10:18:53,4-Aug-19
355.12,20,66,752,0,10:18:54,4-Aug-19
348.13,20,66,752,0,10:18:55,4-Aug-19
348.24,20,66,752,0,10:18:56,4-Aug-19
349.64,20,66,752,0,10:18:57,4-Aug-19
348.32,20,66,752,0,10:18:58,4-Aug-19
331.44,20,66,752,0,10:18:59,4-Aug-19
330.12,20,66,752,0,10:19:00,4-Aug-19
330.12,20,66,752,0,10:19:01,4-Aug-19
330.4,20,66,752,0,10:19:02,4-Aug-19
327.61,20,65,752,0,10:19:03,4-Aug-19
335.4,20,65,752,0,10:19:04,4-Aug-19
340.14,20,65,752,0,10:19:05,4-Aug-19
334.03,20,65,752,0,10:19:06,4-Aug-19
336.04,20,65,752,0,10:19:07,4-Aug-19
339.74,20,65,752,0,10:19:08,4-Aug-19
330.43,20,65,752,0,10:19:09,4-Aug-19
321.31,20,65,752,0,10:19:10,4-Aug-19
314.84,20,65,752,0,10:19:11,4-Aug-19
312.85,20,65,752,0,10:19:12,4-Aug-19
311.69,20,65,752,0,10:19:13,4-Aug-19
314.79,20,65,752,0,10:19:14,4-Aug-19
306.72,20,65,752,0,10:19:15,4-Aug-19
285.44,20,65,752,0,10:19:16,4-Aug-19
276.48,20,65,752,0,10:19:17,4-Aug-19
277.35,20,65,752,0,10:19:18,4-Aug-19
280.67,20,65,752,0,10:19:19,4-Aug-19
281.56,20,65,752,0,10:19:20,4-Aug-19
284.6,20,65,752,0,10:19:21,4-Aug-19
283.41,20,65,752,0,10:19:22,4-Aug-19
282.37,20,65,752,0,10:19:23,4-Aug-19
279.53,20,65,752,0,10:19:24,4-Aug-19
279.27,20,65,752,0,10:19:25,4-Aug-19
285.52,20,65,752,0,10:19:26,4-Aug-19
285.95,20,65,752,0,10:19:27,4-Aug-19
287.7,20,65,752,0,10:19:28,4-Aug-19
292.61,20,65,752,0,10:19:29,4-Aug-19
293.26,20,65,752,0,10:19:30,4-Aug-19
289.49,20,65,752,0,10:19:31,4-Aug-19
289,20,65,752,0,10:19:32,4-Aug-19
289.06,20,65,752,0,10:19:33,4-Aug-19
282.97,20,65,752,0,10:19:34,4-Aug-19
281.18,20,65,752,0,10:19:35,4-Aug-19
275.18,20,65,752,0,10:19:36,4-Aug-19
274.56,20,65,752,0,10:19:37,4-Aug-19
278.03,20,65,752,0,10:19:38,4-Aug-19
275.41,20,65,752,0,10:19:39,4-Aug-19
273.85,20,65,752,0,10:19:40,4-Aug-19
271.65,20,65,752,0,10:19:41,4-Aug-19
269.04,20,65,752,0,10:19:42,4-Aug-19
267.34,20,65,752,0,10:19:43,4-Aug-19
261.53,20,65,752,0,10:19:44,4-Aug-19
260.66,20,65,752,0,10:19:45,4-Aug-19
259.32,20,65,752,0,10:19:46,4-Aug-19
256.51,20,65,752,0,10:19:47,4-Aug-19
260.34,20,65,752,0,10:19:48,4-Aug-19
260.77,20,65,752,0,10:19:49,4-Aug-19
257.64,20,65,752,0,10:19:50,4-Aug-19
253.91,20.1,65,752,0,10:19:51,4-Aug-19
248.06,20.1,65,752,0,10:19:52,4-Aug-19
248.06,20.1,65,752,0,10:19:53,4-Aug-19
248.92,20.1,65,752,0,10:19:54,4-Aug-19
244.9,20.1,65,752,0,10:19:55,4-Aug-19
243.17,20.1,65,752,0,10:19:56,4-Aug-19
245.21,20.1,65,752,0,10:19:57,4-Aug-19
241.63,20.1,65,752,0,10:19:58,4-Aug-19
243.39,20.1,65,752,0,10:19:59,4-Aug-19
237.97,20.1,65,752,0,10:20:00,4-Aug-19
236.34,20.1,65,752,0,10:20:01,4-Aug-19
237.79,20.1,65,752,0,10:20:02,4-Aug-19
240.99,20.1,65,752,0,10:20:03,4-Aug-19
233.24,20.1,65,752,0,10:20:04,4-Aug-19
226.23,20.1,65,752,0,10:20:05,4-Aug-19
223.94,20.1,65,752,0,10:20:06,4-Aug-19
229.08,20.1,65,752,0,10:20:07,4-Aug-19
225.89,20.1,65,752,0,10:20:08,4-Aug-19
220.15,20.1,65,752,0,10:20:09,4-Aug-19
215.56,20.1,65,752,0,10:20:10,4-Aug-19
216.29,20.1,65,752,0,10:20:11,4-Aug-19
219.09,20.1,65,752,0,10:20:12,4-Aug-19
218.65,20.1,65,752,0,10:20:13,4-Aug-19
216.03,20.1,65,752,0,10:20:14,4-Aug-19
217.36,20.1,65,752,0,10:20:15,4-Aug-19
214.65,20.1,65,752,0,10:20:16,4-Aug-19
216.54,20.1,65,752,0,10:20:17,4-Aug-19
218.26,20.1,65,752,0,10:20:18,4-Aug-19
218.26,20.1,65,752,0,10:20:19,4-Aug-19
210.67,20.1,65,752,0,10:20:20,4-Aug-19
214.04,20.1,65,752,0,10:20:21,4-Aug-19
206.74,20.1,65,752,0,10:20:22,4-Aug-19
206.82,20.1,65,752,0,10:20:23,4-Aug-19
205.79,20.1,65,752,0,10:20:24,4-Aug-19
207.98,20.1,65,752,0,10:20:25,4-Aug-19
207.32,20.1,65,752,0,10:20:26,4-Aug-19
204.27,20.1,65,752,0,10:20:27,4-Aug-19
199.17,20.1,65,752,0,10:20:28,4-Aug-19
199.84,20.1,65,752,0,10:20:29,4-Aug-19
195.81,20.1,65,752,0,10:20:30,4-Aug-19
202.41,20.1,65,752,0,10:20:31,4-Aug-19
201.9,20.1,65,752,0,10:20:32,4-Aug-19
197.59,20.1,65,752,0,10:20:33,4-Aug-19
197.23,20.1,65,752,0,10:20:34,4-Aug-19
190.55,20.1,65,752,0,10:20:35,4-Aug-19
193.57,20.1,65,752,0,10:20:36,4-Aug-19
190.42,20.1,65,752,0,10:20:37,4-Aug-19
188.15,20.1,65,752,0,10:20:38,4-Aug-19
189.1,20.1,65,752,0,10:20:39,4-Aug-19
185.87,20.1,65,752,0,10:20:40,4-Aug-19
189.57,20.1,65,752,0,10:20:41,4-Aug-19
187.68,20.1,65,752,0,10:20:42,4-Aug-19
179.81,20.1,65,752,0,10:20:43,4-Aug-19
184.01,20.1,65,752,0,10:20:44,4-Aug-19
184.55,20.1,65,752,0,10:20:45,4-Aug-19
180.78,20.1,65,752,0,10:20:46,4-Aug-19
176.81,20.1,65,752,0,10:20:47,4-Aug-19
175.11,20.1,65,752,0,10:20:48,4-Aug-19
174.54,20.1,65,752,0,10:20:49,4-Aug-19
172.62,20.1,65,752,0,10:20:50,4-Aug-19
172.94,20.1,65,752,0,10:20:51,4-Aug-19
172.01,20.1,65,752,0,10:20:52,4-Aug-19
170.04,20.1,65,752,0,10:20:53,4-Aug-19
169.06,20.1,65,752,0,10:20:54,4-Aug-19
169.71,20.1,65,752,0,10:20:55,4-Aug-19
171.27,20.1,65,752,0,10:20:56,4-Aug-19
168.61,20.1,65,752,0,10:20:57,4-Aug-19
164.73,20.1,65,752,0,10:20:58,4-Aug-19
165.72,20.1,65,752,0,10:20:59,4-Aug-19
166.05,20.1,65,752,0,10:21:00,4-Aug-19
169.55,20.1,65,752,0,10:21:01,4-Aug-19
166.23,20.1,65,752,0,10:21:02,4-Aug-19
165.25,20.1,65,752,0,10:21:03,4-Aug-19
161.09,20.1,65,752,0,10:21:04,4-Aug-19
167.86,20.1,65,752,0,10:21:05,4-Aug-19
161.58,20.1,65,752,0,10:21:06,4-Aug-19
161.64,20.1,65,752,0,10:21:07,4-Aug-19
158.44,20.1,65,752,0,10:21:08,4-Aug-19
155.62,20.1,65,752,0,10:21:09,4-Aug-19
155.82,20.1,65,752,0,10:21:10,4-Aug-19
155.82,20.1,65,752,0,10:21:11,4-Aug-19
155.69,20.1,65,752,0,10:21:12,4-Aug-19
158.33,20.1,65,752,0,10:21:13,4-Aug-19
155.54,20.1,65,752,0,10:21:14,4-Aug-19
155.26,20.1,65,752,0,10:21:15,4-Aug-19
154.92,20.1,65,752,0,10:21:16,4-Aug-19
154.46,20.1,65,752,0,10:21:17,4-Aug-19
152.78,20.1,65,752,0,10:21:18,4-Aug-19
157,20.1,65,752,0,10:21:19,4-Aug-19
158.74,20.1,65,752,0,10:21:20,4-Aug-19
156.78,20.1,65,752,0,10:21:21,4-Aug-19
160.41,20.1,65,752,0,10:21:22,4-Aug-19
157.58,20.1,65,752,0,10:21:23,4-Aug-19
157.28,20.1,65,752,0,10:21:24,4-Aug-19
153.44,20.1,65,752,0,10:21:25,4-Aug-19
150.71,20.1,65,752,0,10:21:26,4-Aug-19
146.46,20.1,65,752,0,10:21:27,4-Aug-19
145.11,20.1,65,752,0,10:21:28,4-Aug-19
141.21,20.1,65,752,0,10:21:29,4-Aug-19
142.27,20.1,65,752,0,10:21:30,4-Aug-19
138.89,20.1,65,752,0,10:21:31,4-Aug-19
135.92,20.1,65,752,0,10:21:32,4-Aug-19
137.38,20.1,65,752,0,10:21:33,4-Aug-19
137.38,20.1,65,752,0,10:21:34,4-Aug-19
136.01,20.1,65,752,0,10:21:35,4-Aug-19
135.68,20.1,65,752,0,10:21:36,4-Aug-19
132.35,20.1,65,752,0,10:21:37,4-Aug-19
134.27,20.1,65,752,0,10:21:38,4-Aug-19
138.86,20.1,65,752,0,10:21:39,4-Aug-19
137.82,20.1,65,752,0,10:21:40,4-Aug-19
133.99,20.1,65,752,0,10:21:41,4-Aug-19
131.68,20.1,65,752,0,10:21:42,4-Aug-19
133.51,20.1,65,752,0,10:21:43,4-Aug-19
132.52,20.1,65,752,0,10:21:44,4-Aug-19
132.6,20.1,65,752,0,10:21:45,4-Aug-19
133.27,20.1,65,752,0,10:21:46,4-Aug-19
133.41,20.1,65,752,0,10:21:47,4-Aug-19
132.67,20.1,65,752,0,10:21:48,4-Aug-19
131.93,20.1,65,752,0,10:21:49,4-Aug-19
127.89,20.1,65,752,0,10:21:50,4-Aug-19
127.32,20.1,65,752,0,10:21:51,4-Aug-19
125.58,20.1,65,752,0,10:21:52,4-Aug-19
126.99,20.1,65,752,0,10:21:53,4-Aug-19
122.41,20.1,65,752,0,10:21:54,4-Aug-19
122.96,20.1,65,752,0,10:21:55,4-Aug-19
121.74,20.1,65,752,0,10:21:56,4-Aug-19
121.92,20.1,65,752,0,10:21:57,4-Aug-19
121.24,20.1,65,752,0,10:21:58,4-Aug-19
117.82,20.1,65,752,0,10:21:59,4-Aug-19
119.26,20.1,65,752,0,10:22:00,4-Aug-19
121.61,20.1,65,752,0,10:22:01,4-Aug-19
122.09,20.1,65,752,0,10:22:02,4-Aug-19
121.21,20.1,65,752,0,10:22:03,4-Aug-19
119.85,20.1,65,752,0,10:22:04,4-Aug-19
122.98,20.1,65,752,0,10:22:05,4-Aug-19
120.38,20.1,65,752,0,10:22:06,4-Aug-19
117.94,20.1,65,752,0,10:22:07,4-Aug-19
115.79,20.1,65,752,0,10:22:08,4-Aug-19
115.61,20.1,65,752,0,10:22:09,4-Aug-19
115.02,20.1,65,752,0,10:22:10,4-Aug-19
113.4,20.1,65,752,0,10:22:11,4-Aug-19
111.33,20.1,65,752,0,10:22:12,4-Aug-19
111.65,20.1,65,752,0,10:22:13,4-Aug-19
111.88,20.1,65,752,0,10:22:14,4-Aug-19
113.03,20.1,65,752,0,10:22:15,4-Aug-19
110.04,20.1,65,752,0,10:22:16,4-Aug-19
109.58,20.1,65,752,0,10:22:17,4-Aug-19
105.21,20.1,65,752,0,10:22:18,4-Aug-19
104.31,20.1,65,752,0,10:22:19,4-Aug-19
107.09,20.1,65,752,0,10:22:20,4-Aug-19
103.98,20.1,65,752,0,10:22:21,4-Aug-19
107.59,20.1,65,752,0,10:22:22,4-Aug-19
107.59,20.1,65,752,0,10:22:23,4-Aug-19
102.55,20.1,65,752,0,10:22:24,4-Aug-19
104.83,20.1,65,752,0,10:22:25,4-Aug-19
102.75,20.1,65,752,0,10:22:26,4-Aug-19
101.96,20.1,65,752,0,10:22:27,4-Aug-19
104.02,20.1,65,752,0,10:22:28,4-Aug-19
104.35,20.1,65,752,0,10:22:29,4-Aug-19
104.46,20.1,65,752,0,10:22:30,4-Aug-19
105.77,20.1,65,752,0,10:22:31,4-Aug-19
101.44,20.1,65,752,0,10:22:32,4-Aug-19
100.61,20.1,65,752,0,10:22:33,4-Aug-19
100.3,20.1,65,752,0,10:22:34,4-Aug-19
100.11,20.1,65,752,0,10:22:35,4-Aug-19
100.27,20.1,65,752,0,10:22:36,4-Aug-19
103.33,20.1,65,752,0,10:22:37,4-Aug-19
100.32,20.1,65,752,0,10:22:38,4-Aug-19
97.95,20.1,65,752,0,10:22:39,4-Aug-19
99.38,20.1,65,752,0,10:22:40,4-Aug-19
99,20.1,65,752,0,10:22:41,4-Aug-19
98.52,20.1,65,752,0,10:22:42,4-Aug-19
100.35,20.1,65,752,0,10:22:43,4-Aug-19
99.4,20.1,65,752,0,10:22:44,4-Aug-19
98.68,20.1,65,752,0,10:22:45,4-Aug-19
98.52,20.1,65,752,0,10:22:46,4-Aug-19
97.07,20.1,65,752,0,10:22:47,4-Aug-19
95.73,20.1,65,752,0,10:22:48,4-Aug-19
95.73,20.1,65,752,0,10:22:49,4-Aug-19
96.09,20.1,65,752,0,10:22:50,4-Aug-19
95.18,20.1,65,752,0,10:22:51,4-Aug-19
95.25,20.1,65,752,0,10:22:52,4-Aug-19
92.46,20.1,65,752,0,10:22:53,4-Aug-19
94.2,20.1,65,752,0,10:22:54,4-Aug-19
93.2,20.1,65,752,0,10:22:55,4-Aug-19
91.41,20.1,65,752,0,10:22:56,4-Aug-19
88.8,20.1,65,752,0,10:22:57,4-Aug-19
89.73,20.1,65,752,0,10:22:58,4-Aug-19
87.64,20.1,65,752,0,10:22:59,4-Aug-19
88.72,20.1,65,752,0,10:23:00,4-Aug-19
85.78,20.1,65,752,0,10:23:01,4-Aug-19
85.76,20.1,65,752,0,10:23:02,4-Aug-19
86.69,20.1,65,752,0,10:23:03,4-Aug-19
84.19,20.1,65,752,0,10:23:04,4-Aug-19
85.41,20.1,65,752,0,10:23:05,4-Aug-19
84.1,20.1,65,752,0,10:23:06,4-Aug-19
83.94,20.1,65,752,0,10:23:07,4-Aug-19
84.79,20.1,65,752,0,10:23:08,4-Aug-19
83.6,20.1,65,752,0,10:23:09,4-Aug-19
81.71,20.1,65,752,0,10:23:10,4-Aug-19
82.41,20.1,65,752,0,10:23:11,4-Aug-19
82.97,20.1,65,752,0,10:23:12,4-Aug-19
83.81,20.1,65,752,0,10:23:13,4-Aug-19
85.91,20.1,65,752,0,10:23:14,4-Aug-19
85.91,20.1,65,752,0,10:23:15,4-Aug-19
81.47,20.1,65,752,0,10:23:16,4-Aug-19
84.55,20.1,65,752,0,10:23:17,4-Aug-19
83.89,20.1,65,752,0,10:23:18,4-Aug-19
79.86,20.1,65,752,0,10:23:19,4-Aug-19
80.83,20.1,65,752,0,10:23:20,4-Aug-19
78.17,20.2,65,752,0,10:23:21,4-Aug-19
80.34,20.2,65,752,0,10:23:22,4-Aug-19
79.08,20.2,65,752,0,10:23:23,4-Aug-19
79.36,20.2,65,752,0,10:23:24,4-Aug-19
76.75,20.2,65,752,0,10:23:25,4-Aug-19
77.38,20.2,65,752,0,10:23:26,4-Aug-19
75.39,20.2,65,752,0,10:23:27,4-Aug-19
73.83,20.2,65,752,0,10:23:28,4-Aug-19
74.36,20.2,65,752,0,10:23:29,4-Aug-19
73.08,20.2,65,752,0,10:23:30,4-Aug-19
75.5,20.2,65,752,0,10:23:31,4-Aug-19
74.18,20.2,65,752,0,10:23:32,4-Aug-19
71.83,20.2,65,752,0,10:23:33,4-Aug-19
72.75,20.2,65,752,0,10:23:34,4-Aug-19
73.89,20.2,65,752,0,10:23:35,4-Aug-19
73.51,20.2,65,752,0,10:23:36,4-Aug-19
73.03,20.2,65,752,0,10:23:37,4-Aug-19
73.06,20.2,65,752,0,10:23:38,4-Aug-19
74.53,20.2,65,752,0,10:23:39,4-Aug-19
72.89,20.2,65,752,0,10:23:40,4-Aug-19
72.89,20.2,65,752,0,10:23:41,4-Aug-19
73.15,20.2,65,752,0,10:23:42,4-Aug-19
73,20.2,65,752,0,10:23:43,4-Aug-19
73.48,20.2,65,752,0,10:23:44,4-Aug-19
71.29,20.2,65,752,0,10:23:45,4-Aug-19
67.92,20.2,65,752,0,10:23:46,4-Aug-19
67.38,20.2,65,752,0,10:23:47,4-Aug-19
68.36,20.2,65,752,0,10:23:48,4-Aug-19
67.6,20.2,65,752,0,10:23:49,4-Aug-19
66.6,20.2,65,752,0,10:23:50,4-Aug-19
66.56,20.2,65,752,0,10:23:51,4-Aug-19
67.14,20.2,65,752,0,10:23:52,4-Aug-19
67.64,20.2,65,752,0,10:23:53,4-Aug-19
65.49,20.2,65,752,0,10:23:54,4-Aug-19
64.02,20.2,65,752,0,10:23:55,4-Aug-19
64.28,20.2,65,752,0,10:23:56,4-Aug-19
63.75,20.2,64,752,0,10:23:57,4-Aug-19
64.56,20.2,64,752,0,10:23:58,4-Aug-19
65.77,20.2,64,752,0,10:23:59,4-Aug-19
63.58,20.2,64,752,0,10:24:00,4-Aug-19
65.56,20.2,64,752,0,10:24:01,4-Aug-19
65.81,20.2,64,752,0,10:24:02,4-Aug-19
63.84,20.2,64,752,0,10:24:03,4-Aug-19
62.06,20.2,64,752,0,10:24:04,4-Aug-19
63.38,20.2,64,752,0,10:24:05,4-Aug-19
63.33,20.2,64,752,0,10:24:06,4-Aug-19
63.33,20.2,64,752,0,10:24:07,4-Aug-19
62.32,20.2,64,752,0,10:24:08,4-Aug-19
61.8,20.2,64,752,0,10:24:09,4-Aug-19
63.25,20.2,64,752,0,10:24:10,4-Aug-19
60.75,20.2,64,752,0,10:24:11,4-Aug-19
61.98,20.2,64,752,0,10:24:12,4-Aug-19
61.22,20.2,64,752,0,10:24:13,4-Aug-19
62.96,20.2,64,752,0,10:24:14,4-Aug-19
64.14,20.2,64,752,0,10:24:15,4-Aug-19
61.72,20.2,64,752,0,10:24:16,4-Aug-19
61.12,20.2,64,752,0,10:24:17,4-Aug-19
55.99,20.2,64,752,0,10:24:18,4-Aug-19
56.36,20.2,64,752,0,10:24:19,4-Aug-19
53.36,20.2,64,752,0,10:24:20,4-Aug-19
56.27,20.2,64,752,0,10:24:21,4-Aug-19
56.6,20.2,64,752,0,10:24:22,4-Aug-19
54.75,20.2,64,752,0,10:24:23,4-Aug-19
57.07,20.2,64,752,0,10:24:24,4-Aug-19
55.69,20.2,64,752,0,10:24:25,4-Aug-19
56.93,20.2,64,752,0,10:24:26,4-Aug-19
56.07,20.2,64,752,0,10:24:27,4-Aug-19
54.32,20.2,64,752,0,10:24:28,4-Aug-19
54.53,20.2,64,752,0,10:24:29,4-Aug-19
55.27,20.2,64,752,0,10:24:30,4-Aug-19
56.26,20.2,64,752,0,10:24:31,4-Aug-19
55.12,20.2,64,752,0,10:24:32,4-Aug-19
55.16,20.2,64,752,0,10:24:33,4-Aug-19
55.06,20.2,64,752,0,10:24:34,4-Aug-19
52.48,20.2,64,752,0,10:24:35,4-Aug-19
52.94,20.2,64,752,0,10:24:36,4-Aug-19
52.97,20.2,64,752,0,10:24:37,4-Aug-19
52.14,20.2,64,752,0,10:24:38,4-Aug-19
50.5,20.2,64,752,0,10:24:39,4-Aug-19
50.05,20.2,64,752,0,10:24:40,4-Aug-19
50.53,20.2,64,752,0,10:24:41,4-Aug-19
50.83,20.2,64,752,0,10:24:42,4-Aug-19
50.49,20.2,64,752,0,10:24:43,4-Aug-19
50.83,20.2,64,752,0,10:24:44,4-Aug-19
49.07,20.3,64,752,0,10:24:45,4-Aug-19
50.35,20.3,64,752,0,10:24:46,4-Aug-19
50.2,20.3,64,752,0,10:24:47,4-Aug-19
48.66,20.3,64,752,0,10:24:48,4-Aug-19
49.71,20.3,64,752,0,10:24:49,4-Aug-19
48.74,20.3,64,752,0,10:24:50,4-Aug-19
49.6,20.3,64,752,0,10:24:51,4-Aug-19
47.85,20.3,64,752,0,10:24:52,4-Aug-19
47.56,20.3,64,752,0,10:24:53,4-Aug-19
47.96,20.3,64,752,0,10:24:54,4-Aug-19
46.79,20.3,64,752,0,10:24:55,4-Aug-19
45.28,20.3,64,752,0,10:24:56,4-Aug-19
46.43,20.3,64,752,0,10:24:57,4-Aug-19
47.32,20.3,64,752,0,10:24:58,4-Aug-19
47.32,20.3,64,752,0,10:24:59,4-Aug-19
47.29,20.3,64,752,0,10:25:00,4-Aug-19
47.36,20.3,64,752,0,10:25:01,4-Aug-19
46.87,20.3,64,752,0,10:25:02,4-Aug-19
45.26,20.3,64,752,0,10:25:03,4-Aug-19
47.51,20.3,64,752,0,10:25:04,4-Aug-19
47.7,20.3,64,752,0,10:25:05,4-Aug-19
47.96,20.3,64,752,0,10:25:06,4-Aug-19
46.03,20.3,64,752,0,10:25:07,4-Aug-19
46.54,20.3,64,752,0,10:25:08,4-Aug-19
45.36,20.3,64,752,0,10:25:09,4-Aug-19
45.85,20.3,64,752,0,10:25:10,4-Aug-19
46.17,20.3,64,752,0,10:25:11,4-Aug-19
43.92,20.3,64,752,0,10:25:12,4-Aug-19
45.48,20.3,64,752,0,10:25:13,4-Aug-19
42.34,20.3,64,752,0,10:25:14,4-Aug-19
42.77,20.3,64,752,0,10:25:15,4-Aug-19
42.53,20.3,64,752,0,10:25:16,4-Aug-19
42.69,20.3,64,752,0,10:25:17,4-Aug-19
41.96,20.3,64,752,0,10:25:18,4-Aug-19
39.94,20.3,64,752,0,10:25:19,4-Aug-19
40.6,20.3,64,752,0,10:25:20,4-Aug-19
43.59,20.3,64,752,0,10:25:21,4-Aug-19
43.59,20.3,64,752,0,10:25:22,4-Aug-19
41.39,20.3,64,752,0,10:25:23,4-Aug-19
40.27,20.3,64,752,0,10:25:24,4-Aug-19
39.98,20.3,64,752,0,10:25:25,4-Aug-19
41.47,20.3,64,752,0,10:25:26,4-Aug-19
42.38,20.3,64,752,0,10:25:27,4-Aug-19
42.44,20.3,64,752,0,10:25:28,4-Aug-19
41.21,20.3,64,752,0,10:25:29,4-Aug-19
41.53,20.3,64,752,0,10:25:30,4-Aug-19
39.58,20.3,64,752,0,10:25:31,4-Aug-19
39.39,20.3,64,752,0,10:25:32,4-Aug-19
38.77,20.3,64,752,0,10:25:33,4-Aug-19
40.18,20.3,64,752,0,10:25:34,4-Aug-19
38.49,20.3,64,752,0,10:25:35,4-Aug-19
38.93,20.3,64,752,0,10:25:36,4-Aug-19
40.09,20.3,64,752,0,10:25:37,4-Aug-19
38.42,20.3,64,752,0,10:25:38,4-Aug-19
38.96,20.3,64,752,0,10:25:39,4-Aug-19
38.95,20.3,64,752,0,10:25:40,4-Aug-19
37.07,20.3,64,752,0,10:25:41,4-Aug-19
37.08,20.3,64,752,0,10:25:42,4-Aug-19
36.36,20.3,64,752,0,10:25:43,4-Aug-19
38.93,20.3,64,752,0,10:25:44,4-Aug-19
38.93,20.3,64,752,0,10:25:45,4-Aug-19
36.62,20.3,64,752,0,10:25:46,4-Aug-19
39.07,20.3,64,752,0,10:25:47,4-Aug-19
36.85,20.3,64,752,0,10:25:48,4-Aug-19
35.9,20.3,64,752,0,10:25:49,4-Aug-19
37.91,20.3,64,752,0,10:25:50,4-Aug-19
35.08,20.3,64,752,0,10:25:51,4-Aug-19
37.72,20.3,64,752,0,10:25:52,4-Aug-19
36.58,20.3,64,752,0,10:25:53,4-Aug-19
34.96,20.3,64,752,0,10:25:54,4-Aug-19
35.31,20.3,64,752,0,10:25:55,4-Aug-19
34.62,20.3,64,752,0,10:25:56,4-Aug-19
33.83,20.3,64,752,0,10:25:57,4-Aug-19
34.47,20.3,64,752,0,10:25:58,4-Aug-19
34.73,20.3,64,752,0,10:25:59,4-Aug-19
34.58,20.3,64,752,0,10:26:00,4-Aug-19
35.26,20.3,64,752,0,10:26:01,4-Aug-19
34.38,20.3,64,752,0,10:26:02,4-Aug-19
36.61,20.3,64,752,0,10:26:03,4-Aug-19
35.22,20.3,64,752,0,10:26:04,4-Aug-19
35.23,20.3,64,752,0,10:26:05,4-Aug-19
33.88,20.3,64,752,0,10:26:06,4-Aug-19
35.17,20.3,64,752,0,10:26:07,4-Aug-19
32.64,20.3,64,752,0,10:26:08,4-Aug-19
32.68,20.3,64,752,0,10:26:09,4-Aug-19
31.91,20.3,64,752,0,10:26:10,4-Aug-19
31.91,20.3,64,752,0,10:26:11,4-Aug-19
32.02,20.3,64,752,0,10:26:12,4-Aug-19
32.67,20.3,64,752,0,10:26:13,4-Aug-19
31.57,20.3,64,752,0,10:26:14,4-Aug-19
32.86,20.3,64,752,0,10:26:15,4-Aug-19
31.58,20.3,64,752,0,10:26:16,4-Aug-19
30.11,20.3,64,752,0,10:26:17,4-Aug-19
31.5,20.3,64,752,0,10:26:18,4-Aug-19
30.24,20.3,64,752,0,10:26:19,4-Aug-19
30.09,20.3,64,752,0,10:26:20,4-Aug-19
29.6,20.3,64,752,0,10:26:21,4-Aug-19
31.67,20.3,64,752,0,10:26:22,4-Aug-19
30.7,20.3,64,752,0,10:26:23,4-Aug-19
30.89,20.3,64,752,0,10:26:24,4-Aug-19
30.3,20.3,64,752,0,10:26:25,4-Aug-19
31.29,20.3,64,752,0,10:26:26,4-Aug-19
30.08,20.3,64,752,0,10:26:27,4-Aug-19
29.06,20.3,64,752,0,10:26:28,4-Aug-19
30.68,20.3,64,752,0,10:26:29,4-Aug-19
29.11,20.3,64,752,0,10:26:30,4-Aug-19
30.42,20.3,64,752,0,10:26:31,4-Aug-19
29.49,20.3,64,752,0,10:26:32,4-Aug-19
28.4,20.3,64,752,0,10:26:33,4-Aug-19
30.23,20.3,64,752,0,10:26:34,4-Aug-19
29.89,20.3,64,752,0,10:26:35,4-Aug-19
29.85,20.3,64,752,0,10:26:36,4-Aug-19
29.85,20.3,64,752,0,10:26:37,4-Aug-19
29.71,20.3,64,752,0,10:26:38,4-Aug-19
28.36,20.3,64,752,0,10:26:39,4-Aug-19
26.87,20.3,64,752,0,10:26:40,4-Aug-19
27.6,20.3,64,752,0,10:26:41,4-Aug-19
27.61,20.3,64,752,0,10:26:42,4-Aug-19
27.58,20.3,64,752,0,10:26:43,4-Aug-19
27.45,20.3,64,752,0,10:26:44,4-Aug-19
27,20.3,64,752,0,10:26:45,4-Aug-19
27.35,20.3,64,752,0,10:26:46,4-Aug-19
